"","LF.Season","LF.Name","LF.Team.x","LF.G","LF.AB","LF.PA","LF.H","LF.B1","LF.B2","LF.B3","LF.HR","LF.R","LF.RBI","LF.BB","LF.IBB","LF.SO","LF.HBP","LF.SF","LF.SH","LF.GDP","LF.SB","LF.CS","LF.AVG","LF.BB_perc","LF.K_perc","LF.ISO","LF.BABIP","LF.OBP","LF.SLG","LF.wOBA","LF.wRC.","LF.BsR","LF.Off","LF.WAR","LF.Team.y","LF.Position","LF.score","LF.perPA","LF.perAB"
"58",2023,"Jon Berti","MIA",133,388,424,114,88,16,3,7,53,33,29,2,77,2,3,2,10,16,6,0.294,0.068,0.182,0.111,0.349,0.344,0.405,0.325,103,0.6,1.9,2.1,"MIA","LF",213,0.502358490566038,0.548969072164949
"59",2023,"Will Brennan","CLE",138,432,455,115,86,24,0,5,41,41,16,2,57,5,2,0,4,13,5,0.266,0.035,0.125,0.09,0.296,0.299,0.356,0.285,81,1.1,-9.4,0.7,"CLE","LF",210,0.461538461538462,0.486111111111111
"60",2023,"Willi Castro","MIN",124,358,409,92,60,18,5,9,60,34,34,1,99,12,3,2,5,33,5,0.257,0.083,0.242,0.154,0.328,0.339,0.411,0.327,109,6.4,10.9,2.5,"MIN","LF",210,0.513447432762836,0.58659217877095
"61",2023,"Brendan Donovan","STL",95,327,371,93,71,10,1,11,48,34,33,2,53,9,1,1,4,5,1,0.284,0.089,0.143,0.138,0.311,0.365,0.422,0.345,118,3.1,11.6,2.1,"STL","LF",207,0.557951482479784,0.63302752293578
"62",2023,"David Peralta","LAD",133,394,422,102,69,25,1,7,47,55,20,1,72,2,6,0,8,4,1,0.259,0.047,0.171,0.122,0.296,0.294,0.381,0.29,82,-4.1,-13.4,0.1,"LAD","LF",205,0.485781990521327,0.520304568527919
"63",2023,"Jarren Duran","BOS",102,332,362,98,54,34,2,8,46,40,24,1,90,3,2,0,3,24,2,0.295,0.066,0.249,0.187,0.381,0.346,0.482,0.354,120,5.9,14.6,2.4,"BOS","LF",205,0.566298342541437,0.617469879518072
"64",2023,"Zach McKinstry","DET",148,464,518,107,73,21,4,9,60,35,44,0,113,5,3,2,3,16,6,0.231,0.085,0.218,0.121,0.284,0.302,0.351,0.289,81,1.7,-10,1.2,"DET","LF",205,0.395752895752896,0.441810344827586
"65",2023,"Robbie Grossman","TEX",115,353,420,84,50,23,1,10,56,49,57,0,98,2,8,0,8,1,0,0.238,0.136,0.233,0.156,0.292,0.34,0.394,0.323,102,1.3,2.4,0.4,"TEX","LF",204,0.485714285714286,0.577903682719547
"66",2023,"Tony Kemp","OAK",124,359,419,75,54,13,3,5,42,27,44,0,40,6,3,7,9,15,4,0.209,0.105,0.095,0.095,0.221,0.303,0.304,0.276,77,-1.1,-12.8,0.1,"OAK","LF",197,0.470167064439141,0.54874651810585
"67",2023,"Mike Yastrzemski","SFG",106,330,381,77,38,23,1,15,54,43,45,3,99,3,1,2,5,2,2,0.233,0.118,0.26,0.212,0.286,0.33,0.445,0.333,112,0.2,5.9,1.8,"SFG","LF",195,0.511811023622047,0.590909090909091
"68",2023,"Luke Raley","TBR",118,357,406,89,44,23,3,19,56,49,28,0,128,18,2,1,2,14,3,0.249,0.069,0.315,0.241,0.33,0.333,0.49,0.353,130,3.8,18.4,2.6,"TBR","LF",194,0.477832512315271,0.543417366946779
"69",2023,"Andy Ibáñez","DET",114,356,383,94,58,23,2,11,42,41,24,0,69,1,1,1,7,1,0,0.264,0.063,0.18,0.169,0.3,0.312,0.433,0.32,103,-0.2,1.1,1.6,"DET","LF",193,0.503916449086162,0.542134831460674
"70",2023,"Ezequiel Duran","TEX",122,406,439,112,74,22,2,14,55,46,23,1,120,7,2,1,7,8,4,0.276,0.052,0.273,0.167,0.358,0.324,0.443,0.33,107,-3.8,0.1,0.9,"TEX","LF",193,0.439635535307517,0.475369458128079
"71",2023,"Jesús Sánchez","MIA",125,360,402,91,51,23,3,14,43,52,38,1,107,2,1,1,12,3,1,0.253,0.095,0.266,0.197,0.321,0.327,0.45,0.334,109,-2,2.2,1.3,"MIA","LF",192,0.477611940298507,0.533333333333333
"72",2023,"Adam Duvall","BOS",92,320,353,79,32,24,2,21,45,58,22,1,110,6,5,0,0,4,0,0.247,0.062,0.312,0.284,0.299,0.303,0.531,0.347,116,3,9.7,1.9,"BOS","LF",190,0.538243626062323,0.59375
"73",2023,"Riley Greene","DET",99,378,416,109,75,19,4,11,51,37,35,0,114,1,2,0,7,7,0,0.288,0.084,0.274,0.159,0.384,0.349,0.447,0.344,119,1.4,11.1,2.3,"DET","LF",185,0.444711538461538,0.489417989417989
"74",2023,"Chris Taylor","LAD",117,338,384,80,49,15,1,15,51,56,41,2,125,4,1,0,2,16,3,0.237,0.107,0.326,0.183,0.327,0.326,0.42,0.323,104,3.3,5.4,1.9,"LAD","LF",183,0.4765625,0.541420118343195
"75",2023,"Will Benson","CIN",108,287,329,79,45,15,8,11,51,31,40,0,103,1,1,0,3,19,3,0.275,0.122,0.313,0.223,0.391,0.365,0.498,0.369,128,1.9,13.1,1.7,"CIN","LF",181,0.550151975683891,0.630662020905923
"76",2023,"Alex Call","WSN",128,375,439,75,52,14,1,8,43,38,53,0,78,6,2,3,1,9,8,0.2,0.121,0.178,0.107,0.23,0.307,0.307,0.28,73,0.3,-14.7,0.4,"WSN","LF",180,0.41002277904328,0.48
"77",2023,"Giancarlo Stanton","NYY",101,371,415,71,34,13,0,24,43,60,41,3,124,2,1,0,11,0,0,0.191,0.099,0.299,0.229,0.21,0.275,0.42,0.297,89,-5.2,-10.8,-0.8,"NYY","LF",179,0.431325301204819,0.482479784366577
"78",2023,"Jarred Kelenic","SEA",105,372,416,94,56,25,2,11,44,49,41,4,132,1,2,0,6,13,5,0.253,0.099,0.317,0.167,0.359,0.327,0.419,0.321,108,0.4,4.2,1.3,"SEA","LF",175,0.420673076923077,0.470430107526882
"79",2023,"Alec Burleson","STL",107,315,347,77,48,20,1,8,34,36,23,0,45,3,2,1,13,3,1,0.244,0.066,0.13,0.146,0.261,0.3,0.39,0.3,89,-4.7,-9.5,-0.9,"STL","LF",174,0.501440922190202,0.552380952380952
"80",2023,"Nick Senzel","CIN",104,301,330,71,48,10,0,13,49,42,26,0,74,1,2,0,9,6,2,0.236,0.079,0.224,0.163,0.269,0.297,0.399,0.302,83,1.4,-5.8,-0.4,"CIN","LF",169,0.512121212121212,0.561461794019934
"81",2023,"Aaron Hicks","2 Tms",93,269,312,68,50,9,1,8,44,36,42,1,69,0,1,0,3,6,0,0.253,0.135,0.221,0.13,0.311,0.353,0.383,0.326,109,3.2,6.7,1,"2 Tms","LF",163,0.522435897435897,0.605947955390335
"82",2023,"Akil Baddoo","DET",112,312,357,68,43,13,1,11,40,34,42,2,89,0,1,2,4,14,3,0.218,0.118,0.249,0.154,0.268,0.31,0.372,0.299,88,2.9,-2.2,0.9,"DET","LF",159,0.445378151260504,0.509615384615385
"83",2023,"Isiah Kiner-Falefa","NYY",115,326,361,79,60,12,1,6,39,37,28,0,70,3,3,1,12,14,5,0.242,0.078,0.194,0.098,0.289,0.306,0.34,0.286,82,-2.6,-10.5,0.2,"NYY","LF",159,0.440443213296399,0.487730061349693
"84",2023,"Ildemaro Vargas","WSN",86,262,286,66,47,13,2,4,32,31,19,0,20,1,1,3,10,1,1,0.252,0.066,0.07,0.111,0.259,0.304,0.363,0.292,81,-2.7,-9.6,0.1,"WSN","LF",158,0.552447552447552,0.603053435114504
"85",2023,"Travis Jankowski","TEX",107,247,287,65,51,12,1,1,34,30,35,0,42,2,2,1,6,19,1,0.263,0.122,0.146,0.069,0.311,0.357,0.332,0.312,95,0.4,-1.3,1,"TEX","LF",158,0.550522648083624,0.639676113360324
"86",2023,"Seth Brown","OAK",112,343,378,76,42,19,1,14,33,52,30,1,101,2,2,1,6,3,1,0.222,0.079,0.267,0.184,0.27,0.286,0.405,0.298,92,-1.8,-5.4,0,"OAK","LF",157,0.415343915343915,0.457725947521866
"87",2023,"Alex Kirilloff","MIN",88,281,319,76,50,14,1,11,35,41,28,1,80,7,3,0,2,1,0,0.27,0.088,0.251,0.174,0.337,0.348,0.445,0.343,120,0.8,8.4,0.8,"MIN","LF",151,0.473354231974922,0.537366548042705
"88",2023,"Patrick Wisdom","CHC",97,268,302,55,23,8,1,23,43,46,30,0,111,2,1,1,4,4,2,0.205,0.099,0.368,0.295,0.237,0.289,0.5,0.333,109,0.3,3.8,0.7,"CHC","LF",146,0.483443708609272,0.544776119402985
"89",2023,"Matt Wallner","MIN",76,213,254,53,27,11,1,14,42,41,28,1,80,13,0,0,1,2,1,0.249,0.11,0.315,0.258,0.328,0.37,0.507,0.377,144,1.6,14.8,1.9,"MIN","LF",142,0.559055118110236,0.666666666666667
"90",2023,"Mickey Moniak","LAA",85,311,323,87,50,21,2,14,35,45,9,1,113,3,0,0,4,6,3,0.28,0.028,0.35,0.215,0.397,0.307,0.495,0.339,114,0,5.4,1.5,"LAA","LF",137,0.424148606811146,0.440514469453376
"91",2023,"Tyrone Taylor","MIL",81,231,243,54,26,17,1,10,36,35,8,0,55,3,1,0,10,9,0,0.234,0.033,0.226,0.212,0.263,0.267,0.446,0.302,88,1.4,-2.3,0.8,"MIL","LF",136,0.559670781893004,0.588744588744589
"92",2023,"Corey Julks","HOU",93,298,323,73,53,14,0,6,35,33,22,0,75,1,2,0,6,15,3,0.245,0.068,0.232,0.107,0.306,0.297,0.352,0.286,80,0.7,-7,0.2,"HOU","LF",135,0.417956656346749,0.453020134228188
"93",2023,"Gavin Sheets","CHW",118,311,344,63,43,10,0,10,24,43,28,2,66,1,4,0,6,1,0,0.203,0.081,0.192,0.129,0.222,0.267,0.331,0.261,61,-0.3,-16.4,-1.4,"CHW","LF",135,0.392441860465116,0.434083601286174
"94",2023,"Owen Miller","MIL",90,291,314,76,54,17,0,5,29,27,17,1,61,2,4,0,6,13,2,0.261,0.054,0.194,0.11,0.31,0.303,0.371,0.292,81,1.8,-5.7,0.9,"MIL","LF",134,0.426751592356688,0.460481099656357
"95",2023,"Stone Garrett","WSN",89,234,271,63,37,17,0,9,40,40,26,0,82,3,5,0,6,3,1,0.269,0.096,0.303,0.188,0.365,0.343,0.457,0.344,115,0.5,5.6,1.2,"WSN","LF",134,0.494464944649447,0.572649572649573
"96",2023,"Joshua Palacios","PIT",91,247,264,59,38,9,2,10,26,40,12,0,56,2,1,2,7,5,0,0.239,0.045,0.212,0.174,0.269,0.279,0.413,0.297,83,-1.1,-6.8,0,"PIT","LF",129,0.488636363636364,0.522267206477733
"97",2023,"JJ Bleday","OAK",82,256,303,50,29,11,0,10,35,27,42,0,72,2,3,0,3,5,1,0.195,0.139,0.238,0.16,0.226,0.31,0.355,0.297,92,1,-2.1,0.1,"OAK","LF",128,0.422442244224422,0.5
"98",2023,"Nelson Velázquez","2 Tms",53,162,179,38,15,6,0,17,35,34,14,0,51,2,1,0,3,0,0,0.235,0.078,0.285,0.352,0.221,0.302,0.586,0.369,132,0.2,7.2,0.7,"2 Tms","LF",127,0.709497206703911,0.783950617283951
"99",2023,"Nicky Lopez","2 Tms",94,225,262,52,40,8,3,1,32,25,26,0,40,6,1,4,3,6,2,0.231,0.099,0.153,0.076,0.276,0.326,0.307,0.288,77,0.3,-7.1,1.1,"KCR","LF",118,0.450381679389313,0.524444444444444
"100",2023,"Rob Refsnyder","BOS",89,202,243,50,39,9,1,1,31,28,33,0,47,5,1,1,8,7,2,0.248,0.136,0.193,0.069,0.316,0.365,0.317,0.314,93,-1.4,-3.5,0.2,"BOS","LF",116,0.477366255144033,0.574257425742574
"101",2023,"Oswaldo Cabrera","NYY",115,298,330,63,47,11,0,5,35,29,25,1,72,2,2,3,6,8,0,0.211,0.076,0.218,0.087,0.26,0.275,0.299,0.256,60,1.4,-14.3,-0.6,"NYY","LF",115,0.348484848484849,0.385906040268456
"102",2023,"Blake Sabol","SFG",110,310,344,73,50,10,0,13,36,44,24,0,117,6,2,2,4,4,2,0.235,0.07,0.34,0.158,0.33,0.301,0.394,0.303,92,1.1,-2.2,0.7,"SFG","LF",113,0.328488372093023,0.364516129032258
"103",2023,"Stuart Fairchild","CIN",97,219,255,50,27,16,2,5,34,28,25,0,69,6,2,3,2,10,3,0.228,0.098,0.271,0.16,0.306,0.321,0.388,0.312,89,2.3,-1.1,0.7,"CIN","LF",113,0.443137254901961,0.515981735159817
"104",2023,"Joey Gallo","MIN",111,282,332,50,19,9,1,21,39,40,48,1,142,2,0,0,3,1,1,0.177,0.145,0.428,0.262,0.244,0.301,0.44,0.32,104,1,2.5,0.7,"MIN","LF",111,0.33433734939759,0.393617021276596
"105",2023,"Tyler O'Neill","STL",72,238,266,55,32,14,0,9,27,21,28,0,67,0,0,0,5,5,0,0.231,0.105,0.252,0.172,0.284,0.312,0.403,0.313,97,-0.8,-1.7,0.8,"STL","LF",110,0.413533834586466,0.46218487394958
"106",2023,"Aledmys Díaz","OAK",109,315,344,72,47,20,1,4,25,24,17,2,66,7,4,1,14,1,0,0.229,0.049,0.192,0.108,0.273,0.28,0.337,0.268,72,-3.1,-14.8,-0.4,"OAK","LF",109,0.316860465116279,0.346031746031746
"107",2023,"Dylan Carlson","STL",76,219,255,48,34,8,1,5,27,27,26,0,49,7,3,0,4,3,0,0.219,0.102,0.192,0.114,0.256,0.318,0.333,0.293,84,0.1,-5,0.2,"STL","LF",107,0.419607843137255,0.488584474885845
"108",2023,"Luis Matos","SFG",76,228,253,57,41,13,1,2,24,14,20,0,33,3,0,2,3,3,0,0.25,0.079,0.13,0.092,0.285,0.319,0.342,0.295,87,-0.9,-5.1,-0.4,"SFG","LF",106,0.41897233201581,0.464912280701754
"109",2023,"Kevin Pillar","ATL",81,197,206,45,26,10,0,9,29,32,6,0,50,0,3,0,2,4,1,0.228,0.029,0.243,0.188,0.255,0.248,0.416,0.28,71,1.1,-6.2,0.1,"ATL","LF",103,0.5,0.522842639593909
"110",2023,"Trevor Larnach","MIN",58,183,212,39,21,7,3,8,26,40,27,1,72,0,2,0,2,1,1,0.213,0.127,0.34,0.202,0.295,0.311,0.415,0.313,99,0.6,0.5,0.4,"MIN","LF",99,0.466981132075472,0.540983606557377
"111",2023,"Garrett Hampson","MIA",98,221,252,61,45,12,1,3,30,23,23,0,67,3,2,3,3,5,0,0.276,0.091,0.266,0.104,0.379,0.349,0.38,0.323,101,1.8,2.1,0.7,"MIA","LF",98,0.388888888888889,0.443438914027149
"112",2023,"Dairon Blanco","KCR",69,124,138,32,18,7,4,3,19,18,10,0,33,2,0,2,2,24,5,0.258,0.072,0.239,0.194,0.33,0.324,0.452,0.333,108,2.2,3.4,1.1,"KCR","LF",94,0.681159420289855,0.758064516129032
"113",2023,"Jake Bauers","NYY",84,242,272,49,22,15,0,12,28,30,27,0,95,0,3,0,3,3,2,0.202,0.099,0.349,0.211,0.268,0.279,0.413,0.297,89,-2.6,-6.1,-0.5,"NYY","LF",93,0.341911764705882,0.384297520661157
"114",2023,"Davis Schneider","TOR",35,116,141,32,11,12,1,8,23,20,21,0,43,4,0,0,2,1,0,0.276,0.149,0.305,0.328,0.369,0.404,0.603,0.424,176,0.1,13,2,"TOR","LF",92,0.652482269503546,0.793103448275862
"115",2023,"Dominic Canzone","2 Tms",59,173,182,38,19,13,0,6,23,21,8,0,32,1,0,0,5,1,0,0.22,0.044,0.176,0.179,0.237,0.258,0.399,0.282,79,-1.7,-6.3,-0.5,"SEA","LF",90,0.494505494505495,0.520231213872832
"116",2023,"DJ Stewart","NYM",58,160,185,39,19,9,0,11,21,26,15,0,56,7,1,1,3,1,1,0.244,0.081,0.303,0.263,0.298,0.333,0.506,0.358,130,-0.2,6.6,0.7,"NYM","LF",88,0.475675675675676,0.55
"117",2023,"Mitch Haniger","SFG",61,211,229,44,24,13,1,6,27,28,15,0,65,2,1,0,7,1,0,0.209,0.066,0.284,0.156,0.27,0.266,0.365,0.274,73,0.5,-7.2,-0.2,"SFG","LF",83,0.362445414847162,0.393364928909953
"118",2023,"Austin Slater","SFG",89,185,207,50,36,9,0,5,24,20,20,0,58,2,0,0,2,2,2,0.27,0.097,0.28,0.13,0.369,0.348,0.4,0.33,110,0.1,2.7,0.9,"SFG","LF",82,0.396135265700483,0.443243243243243
"119",2023,"Willie Calhoun","NYY",44,134,149,32,20,7,0,5,16,16,14,1,20,0,1,0,2,0,0,0.239,0.094,0.134,0.164,0.245,0.309,0.403,0.307,96,-0.2,-0.9,0,"NYY","LF",81,0.543624161073825,0.604477611940298
"120",2023,"Blake Perkins","MIL",67,143,168,31,20,7,0,4,28,20,23,0,46,0,0,2,3,5,2,0.217,0.137,0.274,0.133,0.29,0.325,0.35,0.303,88,2.1,-0.3,1.2,"MIL","LF",80,0.476190476190476,0.559440559440559
"121",2023,"Harold Castro","COL",99,258,270,65,51,13,0,1,24,31,9,0,66,0,2,1,5,1,0,0.252,0.033,0.244,0.062,0.332,0.275,0.314,0.258,43,-0.8,-19.7,-1.6,"COL","LF",80,0.296296296296296,0.310077519379845
"122",2023,"Josh Smith","TEX",90,195,232,36,21,8,1,6,29,15,25,0,55,9,1,2,3,1,0,0.185,0.108,0.237,0.144,0.222,0.304,0.328,0.287,78,-1.3,-7.6,0,"TEX","LF",79,0.34051724137931,0.405128205128205
"123",2023,"Raimel Tapia","3 Tms",64,148,169,35,27,4,1,3,28,13,17,0,40,1,1,1,2,10,2,0.236,0.101,0.237,0.101,0.302,0.317,0.338,0.293,80,2.4,-1.7,0.1,"3 Tms","LF",78,0.461538461538462,0.527027027027027
"124",2023,"Richie Palacios","STL",32,93,102,24,12,6,0,6,9,16,6,0,11,1,1,1,1,2,0,0.258,0.059,0.108,0.258,0.234,0.307,0.516,0.346,120,0.4,2.8,0.4,"STL","LF",70,0.686274509803922,0.752688172043011
"125",2023,"Nick Pratto","KCR",95,306,345,71,48,16,0,7,33,35,29,0,138,6,4,0,3,1,1,0.232,0.084,0.4,0.121,0.388,0.307,0.353,0.292,79,-0.5,-9,-0.6,"KCR","LF",68,0.197101449275362,0.222222222222222
"126",2023,"Dylan Moore","SEA",67,145,165,30,13,9,1,7,18,19,16,0,56,4,0,0,1,7,3,0.207,0.097,0.339,0.221,0.28,0.303,0.428,0.317,105,0.6,1.6,0.7,"SEA","LF",66,0.4,0.455172413793103
"127",2023,"Eric Haase","2 Tms",89,274,293,55,42,8,1,4,22,26,17,1,81,0,1,1,11,4,1,0.201,0.058,0.276,0.08,0.268,0.247,0.281,0.233,42,-2.9,-23.2,-1.4,"DET","LF",66,0.225255972696246,0.240875912408759
"128",2023,"Jake Cave","PHI",65,184,203,39,25,8,1,5,18,21,15,0,55,1,2,1,3,3,0,0.212,0.074,0.271,0.136,0.27,0.272,0.348,0.271,66,1.1,-7.4,-0.1,"PHI","LF",66,0.32512315270936,0.358695652173913
"129",2023,"Billy McKinney","NYY",48,128,147,29,19,3,1,6,19,14,17,1,39,1,1,0,1,1,0,0.227,0.116,0.265,0.18,0.274,0.32,0.406,0.315,101,0.7,0.9,0.4,"NYY","LF",65,0.442176870748299,0.5078125
"130",2023,"Corey Dickerson","WSN",50,144,152,36,26,7,1,2,12,17,7,0,28,0,1,0,3,0,1,0.25,0.046,0.184,0.104,0.296,0.283,0.354,0.277,70,-2.3,-7.8,-0.7,"WSN","LF",59,0.388157894736842,0.409722222222222
"131",2023,"Evan Carter","TEX",23,62,75,19,9,4,1,5,15,12,12,1,24,0,1,0,1,3,0,0.306,0.16,0.32,0.339,0.412,0.413,0.645,0.435,180,0.2,7.4,1.3,"TEX","LF",59,0.786666666666667,0.951612903225806
"132",2023,"Ryan McKenna","BAL",89,122,139,31,22,7,0,2,23,18,9,0,40,3,2,3,4,5,0,0.254,0.065,0.288,0.107,0.354,0.316,0.361,0.298,90,0.6,-1,0.3,"BAL","LF",59,0.424460431654676,0.483606557377049
"133",2023,"Nick Martini","CIN",29,72,79,19,9,3,1,6,10,16,5,0,15,2,0,0,1,0,0,0.264,0.063,0.19,0.319,0.255,0.329,0.583,0.382,136,-0.3,3.2,0.4,"CIN","LF",58,0.734177215189873,0.805555555555556
"134",2023,"Sam Haggerty","SEA",52,91,108,23,18,3,1,1,13,5,15,0,17,1,0,1,0,10,1,0.253,0.139,0.157,0.088,0.301,0.364,0.341,0.321,108,3,4,0.3,"SEA","LF",57,0.527777777777778,0.626373626373626
"135",2023,"Dominic Fletcher","ARI",28,93,102,28,20,5,1,2,10,14,7,1,22,0,0,2,0,0,2,0.301,0.069,0.216,0.14,0.377,0.35,0.441,0.34,113,-0.7,0.8,0.6,"ARI","LF",51,0.5,0.548387096774194
"136",2023,"David Fry","CLE",58,101,113,24,14,6,0,4,12,15,8,0,30,4,0,0,3,2,0,0.238,0.071,0.265,0.178,0.299,0.319,0.416,0.321,106,0.6,1.4,0,"CLE","LF",49,0.433628318584071,0.485148514851485
"137",2023,"Jake Alu","WSN",51,159,175,36,31,2,1,2,14,16,10,0,42,3,2,1,2,5,1,0.226,0.057,0.24,0.063,0.291,0.282,0.289,0.256,56,0.3,-9.1,-0.4,"WSN","LF",49,0.28,0.308176100628931
"138",2023,"Wilyer Abreu","BOS",28,76,85,24,16,6,0,2,10,14,9,0,23,0,0,0,0,3,1,0.316,0.106,0.271,0.158,0.431,0.388,0.474,0.375,135,-0.6,2.9,0.6,"BOS","LF",49,0.576470588235294,0.644736842105263
"139",2023,"AJ Pollock","2 Tms",54,133,144,22,13,4,0,5,15,15,9,0,32,0,2,0,1,0,1,0.165,0.063,0.222,0.143,0.173,0.215,0.308,0.227,43,-0.5,-10.4,-0.8,"2 Tms","LF",48,0.333333333333333,0.360902255639098
"140",2023,"Rafael Ortega","NYM",47,114,136,25,21,3,0,1,16,8,20,0,33,1,0,1,0,6,1,0.219,0.147,0.243,0.053,0.3,0.341,0.272,0.288,83,2.6,-0.3,0.5,"NYM","LF",48,0.352941176470588,0.421052631578947
"141",2023,"José Azocar","SDP",55,91,102,21,13,6,0,2,16,9,4,0,24,2,0,5,2,8,2,0.231,0.039,0.235,0.132,0.292,0.278,0.363,0.28,78,1.5,-1.2,0.1,"SDP","LF",46,0.450980392156863,0.505494505494505
"142",2023,"Zach Remillard","CHW",54,147,160,37,29,7,0,1,16,18,8,1,48,1,0,4,3,4,3,0.252,0.05,0.3,0.068,0.367,0.295,0.32,0.27,67,1.9,-4.3,0.2,"CHW","LF",46,0.2875,0.312925170068027
"143",2023,"Cade Marlowe","SEA",34,88,100,21,13,3,2,3,14,11,12,0,33,0,0,0,1,4,2,0.239,0.12,0.33,0.182,0.346,0.33,0.42,0.327,112,1,2.4,0.9,"SEA","LF",45,0.45,0.511363636363636
"144",2023,"Cristian Pache","PHI",48,84,95,20,10,7,1,2,12,11,10,0,27,0,0,1,1,2,3,0.238,0.105,0.284,0.179,0.327,0.319,0.417,0.32,99,-0.6,-0.7,0.5,"PHI","LF",43,0.452631578947368,0.511904761904762
"145",2023,"Oscar Gonzalez","CLE",54,173,180,37,26,7,2,2,15,12,5,0,46,1,1,0,2,0,0,0.214,0.028,0.256,0.098,0.278,0.239,0.312,0.239,49,0.6,-10.5,-1.5,"CLE","LF",40,0.222222222222222,0.23121387283237
"146",2023,"Nick Gordon","MIN",34,91,93,16,8,5,1,2,13,7,1,0,11,0,0,1,1,0,0,0.176,0.011,0.118,0.143,0.179,0.185,0.319,0.213,30,0.6,-7.2,-0.4,"MIN","LF",39,0.419354838709677,0.428571428571429
"147",2023,"Tyler Nevin","DET",41,95,111,19,13,3,1,2,11,10,12,0,25,3,1,0,1,0,1,0.2,0.108,0.225,0.116,0.246,0.306,0.316,0.282,76,-0.2,-3.4,-0.4,"DET","LF",38,0.342342342342342,0.4
"148",2023,"Michael Brantley","HOU",15,54,57,15,11,2,0,2,7,7,2,0,2,0,1,0,2,0,0,0.278,0.035,0.035,0.148,0.255,0.298,0.426,0.309,96,-0.1,-0.4,0.2,"HOU","LF",37,0.649122807017544,0.685185185185185
"149",2023,"Sean Bouchard","COL",21,38,43,12,6,2,0,4,11,7,4,0,14,0,1,0,0,0,1,0.316,0.093,0.326,0.368,0.381,0.372,0.684,0.432,160,-0.4,2.8,0.4,"COL","LF",34,0.790697674418605,0.894736842105263
"150",2023,"Romy Gonzalez","CHW",44,93,97,18,9,4,2,3,11,14,2,0,36,0,1,1,0,7,0,0.194,0.021,0.371,0.183,0.273,0.208,0.376,0.244,49,3.1,-2.8,-0.2,"CHW","LF",33,0.34020618556701,0.354838709677419
"151",2023,"Franchy Cordero","NYY",24,69,71,13,5,2,0,6,9,13,2,0,25,0,0,0,0,0,0,0.188,0.028,0.352,0.29,0.184,0.211,0.478,0.286,81,0,-1.5,-0.1,"NYY","LF",32,0.450704225352113,0.463768115942029
"152",2023,"Josh Harrison","PHI",41,103,114,21,16,3,0,2,8,10,3,0,20,6,2,0,2,0,0,0.204,0.026,0.175,0.087,0.229,0.263,0.291,0.248,51,0,-6.9,-0.6,"PHI","LF",31,0.271929824561404,0.300970873786408
"153",2023,"Henry Ramos","CIN",23,74,86,18,14,3,1,0,9,5,11,0,21,1,0,0,2,2,1,0.243,0.128,0.244,0.068,0.34,0.349,0.311,0.303,83,-0.8,-2.6,-0.1,"CIN","LF",29,0.337209302325581,0.391891891891892
"154",2023,"Jordan Luplow","2 Tms",39,77,90,16,11,3,0,2,11,5,12,1,27,1,0,0,1,2,0,0.208,0.133,0.3,0.117,0.292,0.322,0.325,0.29,83,1.4,-0.4,0.3,"MIN","LF",29,0.322222222222222,0.376623376623377
"155",2023,"Sam Hilliard","ATL",40,72,78,17,9,5,0,3,15,6,6,0,33,0,0,0,1,4,0,0.236,0.077,0.423,0.194,0.389,0.295,0.431,0.312,93,-0.3,-1,0,"ATL","LF",29,0.371794871794872,0.402777777777778
