"","X2B.Season","X2B.Name","X2B.Team.x","X2B.G","X2B.AB","X2B.PA","X2B.H","X2B.B1","X2B.B2","X2B.B3","X2B.HR","X2B.R","X2B.RBI","X2B.BB","X2B.IBB","X2B.SO","X2B.HBP","X2B.SF","X2B.SH","X2B.GDP","X2B.SB","X2B.CS","X2B.AVG","X2B.BB_perc","X2B.K_perc","X2B.ISO","X2B.BABIP","X2B.OBP","X2B.SLG","X2B.wOBA","X2B.wRC.","X2B.BsR","X2B.Off","X2B.WAR","X2B.Team.y","X2B.Position","X2B.score","X2B.perPA","X2B.perAB"
"104",2023,"Lenyn Sosa","CHW",52,164,173,33,21,6,0,6,12,14,5,1,40,0,1,3,3,0,1,0.201,0.029,0.231,0.146,0.227,0.224,0.348,0.241,47,-1.1,-12,-0.7,"CHW","2B",49,0.283236994219653,0.298780487804878
"105",2023,"David Fletcher","LAA",33,89,97,22,19,1,0,2,7,12,7,1,9,0,0,1,2,0,0,0.247,0.072,0.093,0.079,0.256,0.302,0.326,0.276,70,0.4,-3.1,0,"LAA","2B",47,0.484536082474227,0.528089887640449
"106",2023,"Zach Remillard","CHW",54,147,160,37,29,7,0,1,16,18,8,1,48,1,0,4,3,4,3,0.252,0.05,0.3,0.068,0.367,0.295,0.32,0.27,67,1.9,-4.3,0.2,"CHW","2B",46,0.2875,0.312925170068027
"107",2023,"Oswald Peraza","NYY",52,173,191,33,23,8,0,2,15,14,13,0,50,5,0,0,1,4,3,0.191,0.068,0.262,0.081,0.256,0.267,0.272,0.246,53,-0.3,-10.9,-0.3,"NYY","2B",43,0.225130890052356,0.248554913294798
"108",2023,"Jonathan Aranda","TBR",34,87,103,20,13,4,1,2,13,13,13,1,31,2,1,0,1,0,0,0.23,0.126,0.301,0.138,0.327,0.34,0.368,0.312,102,0.1,0.3,0.1,"TBR","2B",41,0.398058252427184,0.471264367816092
"109",2023,"Nick Loftin","KCR",19,62,68,20,14,5,1,0,10,10,4,0,12,1,1,0,0,2,0,0.323,0.059,0.176,0.113,0.392,0.368,0.435,0.348,118,0.6,2,0.4,"KCR","2B",41,0.602941176470588,0.661290322580645
"110",2023,"Ernie Clement","TOR",30,50,52,19,16,1,1,1,7,10,1,0,4,0,1,0,0,1,0,0.38,0.019,0.077,0.12,0.391,0.385,0.5,0.378,144,0.8,3.5,0.6,"TOR","2B",40,0.769230769230769,0.8
"111",2023,"Yu Chang","BOS",39,105,112,17,9,2,0,6,12,18,3,0,34,2,0,2,2,4,0,0.162,0.027,0.304,0.19,0.169,0.2,0.352,0.236,39,1.6,-6.6,0.2,"BOS","2B",40,0.357142857142857,0.380952380952381
"112",2023,"Luis Guillorme","NYM",54,107,120,24,16,6,1,1,12,9,10,1,28,0,1,2,4,0,0,0.224,0.083,0.233,0.103,0.291,0.288,0.327,0.269,70,0.2,-4.3,-0.3,"NYM","2B",39,0.325,0.364485981308411
"113",2023,"Nick Gordon","MIN",34,91,93,16,8,5,1,2,13,7,1,0,11,0,0,1,1,0,0,0.176,0.011,0.118,0.143,0.179,0.185,0.319,0.213,30,0.6,-7.2,-0.4,"MIN","2B",39,0.419354838709677,0.428571428571429
"114",2023,"Ronny Mauricio","NYM",26,101,108,25,19,4,0,2,11,9,7,0,31,0,0,0,2,7,0,0.248,0.065,0.287,0.099,0.338,0.296,0.347,0.284,80,2.1,-0.6,0.3,"NYM","2B",38,0.351851851851852,0.376237623762376
"115",2023,"Jonathan Schoop","DET",55,136,151,29,21,8,0,0,15,7,13,0,37,0,2,0,6,0,0,0.213,0.086,0.245,0.059,0.287,0.278,0.272,0.249,53,0.5,-8,-0.2,"DET","2B",35,0.231788079470199,0.257352941176471
"116",2023,"Nick Gonzales","PIT",35,115,128,24,13,8,1,2,12,13,6,0,36,4,2,1,0,0,1,0.209,0.047,0.281,0.139,0.278,0.268,0.348,0.268,64,-0.4,-6.2,-0.1,"PIT","2B",35,0.2734375,0.304347826086957
"117",2023,"Osleivis Basabe","TBR",31,87,94,19,13,5,0,1,15,12,6,0,25,1,0,0,2,0,1,0.218,0.064,0.266,0.092,0.295,0.277,0.31,0.262,67,0.4,-3.3,-0.2,"TBR","2B",35,0.372340425531915,0.402298850574713
"118",2023,"Xavier Edwards","MIA",30,78,84,23,20,3,0,0,12,3,3,0,14,1,0,2,1,5,0,0.295,0.036,0.167,0.038,0.359,0.329,0.333,0.295,82,1.8,0,0.3,"MIA","2B",35,0.416666666666667,0.448717948717949
"119",2023,"David Villar","SFG",46,124,140,18,7,6,0,5,15,12,11,0,45,4,1,0,1,1,1,0.145,0.079,0.321,0.169,0.173,0.236,0.315,0.244,53,0.2,-8,-0.2,"SFG","2B",33,0.235714285714286,0.266129032258065
"120",2023,"Michael Stefanic","LAA",25,62,71,18,15,2,1,0,5,6,8,0,8,1,0,0,0,0,1,0.29,0.113,0.113,0.065,0.333,0.38,0.355,0.332,109,-0.1,0.7,0.2,"LAA","2B",33,0.464788732394366,0.532258064516129
"121",2023,"Romy Gonzalez","CHW",44,93,97,18,9,4,2,3,11,14,2,0,36,0,1,1,0,7,0,0.194,0.021,0.371,0.183,0.273,0.208,0.376,0.244,49,3.1,-2.8,-0.2,"CHW","2B",33,0.34020618556701,0.354838709677419
"122",2023,"Curtis Mead","TBR",24,83,92,21,16,3,1,1,12,5,7,0,21,2,0,0,3,0,0,0.253,0.076,0.228,0.096,0.328,0.326,0.349,0.302,95,-1,-1.6,0.2,"TBR","2B",32,0.347826086956522,0.385542168674699
"123",2023,"Andrew Velazquez","LAA",54,81,94,14,9,3,0,2,12,3,10,0,30,0,0,3,1,13,3,0.173,0.106,0.319,0.111,0.245,0.264,0.284,0.249,52,2,-3.5,-0.1,"LAA","2B",31,0.329787234042553,0.382716049382716
"124",2023,"Josh Harrison","PHI",41,103,114,21,16,3,0,2,8,10,3,0,20,6,2,0,2,0,0,0.204,0.026,0.175,0.087,0.229,0.263,0.291,0.248,51,0,-6.9,-0.6,"PHI","2B",31,0.271929824561404,0.300970873786408
"125",2023,"Ceddanne Rafaela","BOS",28,83,89,20,12,6,0,2,11,5,4,0,28,1,1,0,2,3,1,0.241,0.045,0.315,0.145,0.333,0.281,0.386,0.287,74,0,-2.7,0.1,"BOS","2B",27,0.303370786516854,0.325301204819277
"126",2023,"Vaughn Grissom","ATL",23,75,80,21,17,3,1,0,5,9,2,0,15,2,1,0,2,0,1,0.28,0.025,0.188,0.067,0.344,0.313,0.347,0.289,78,-1.4,-3.6,-0.7,"ATL","2B",27,0.3375,0.36
"127",2023,"Mark Mathias","2 Tms",27,62,72,14,12,2,0,0,6,6,10,0,15,0,0,0,4,3,0,0.226,0.139,0.208,0.032,0.298,0.333,0.258,0.278,71,-1.4,-4,-0.5,"2 Tms","2B",26,0.361111111111111,0.419354838709677
"128",2023,"Michael Chavis","WSN",48,91,96,22,17,3,0,2,16,5,5,0,33,0,0,0,3,1,0,0.242,0.052,0.344,0.099,0.357,0.281,0.341,0.273,68,0.7,-3.1,0.1,"WSN","2B",25,0.260416666666667,0.274725274725275
"129",2023,"Samad Taylor","KCR",31,60,69,12,9,2,1,0,11,4,7,0,22,0,1,1,1,8,0,0.2,0.101,0.319,0.067,0.308,0.279,0.267,0.248,49,1.8,-2.5,-0.1,"KCR","2B",24,0.347826086956522,0.4
"130",2023,"Vidal Bruján","TBR",37,76,84,13,11,2,0,0,14,6,5,0,21,2,0,1,1,3,2,0.171,0.06,0.25,0.026,0.236,0.241,0.197,0.206,29,0.7,-6.5,-0.6,"TBR","2B",22,0.261904761904762,0.289473684210526
"131",2023,"Brett Wisely","SFG",51,120,131,21,14,5,0,2,10,8,9,0,40,0,1,1,2,2,1,0.175,0.069,0.305,0.092,0.241,0.231,0.267,0.222,38,-1,-11.1,-0.5,"SFG","2B",21,0.16030534351145,0.175
"132",2023,"José Fermín","STL",21,51,61,12,11,1,0,0,2,4,6,0,8,2,0,2,1,0,1,0.235,0.098,0.131,0.02,0.279,0.339,0.255,0.281,76,-1.1,-2.9,0,"STL","2B",17,0.278688524590164,0.333333333333333
"133",2023,"Danny Mendick","NYM",35,65,69,12,8,3,0,1,4,4,4,0,15,0,0,0,1,1,0,0.185,0.058,0.217,0.092,0.224,0.232,0.277,0.226,41,-0.9,-5.9,-0.8,"NYM","2B",16,0.231884057971014,0.246153846153846
"134",2023,"Jonathan Araúz","NYM",27,59,66,8,5,0,0,3,3,9,5,0,18,0,0,2,1,0,0,0.136,0.076,0.273,0.153,0.132,0.203,0.288,0.217,35,0.2,-5.1,-0.3,"NYM","2B",16,0.242424242424242,0.271186440677966
"135",2023,"Grae Kessinger","HOU",26,40,45,8,5,2,0,1,3,1,5,0,12,0,0,0,0,0,1,0.2,0.111,0.267,0.125,0.259,0.289,0.325,0.275,73,-0.6,-2.1,0.2,"HOU","2B",10,0.222222222222222,0.25
"136",2023,"Coco Montes","COL",18,38,41,7,4,2,0,1,3,3,2,0,12,1,0,0,0,0,0,0.184,0.049,0.293,0.132,0.24,0.244,0.316,0.247,36,-0.2,-3.4,-0.4,"COL","2B",8,0.195121951219512,0.210526315789474
"137",2023,"Joey Ortiz","BAL",15,33,34,7,6,1,0,0,4,4,0,0,9,0,1,0,2,0,0,0.212,0,0.265,0.03,0.28,0.206,0.242,0.192,17,0.3,-3.1,0,"BAL","2B",7,0.205882352941176,0.212121212121212
"138",2023,"Yonny Hernández","LAD",14,22,27,3,2,1,0,0,5,4,2,0,8,1,1,1,0,0,0,0.136,0.074,0.296,0.045,0.2,0.231,0.182,0.197,20,0.4,-2.3,-0.1,"LAD","2B",7,0.259259259259259,0.318181818181818
"139",2023,"David Hamilton","BOS",15,33,39,4,2,2,0,0,2,0,6,0,10,0,0,0,1,2,1,0.121,0.154,0.256,0.061,0.174,0.256,0.182,0.216,25,0,-3.5,-0.3,"BOS","2B",6,0.153846153846154,0.181818181818182
"140",2023,"David Hensley","HOU",30,84,94,10,8,1,0,1,12,3,10,0,35,0,0,0,0,1,0,0.119,0.106,0.372,0.048,0.188,0.213,0.167,0.184,9,0.4,-9.9,-0.8,"HOU","2B",5,0.0531914893617021,0.0595238095238095
"141",2023,"Jahmai Jones","MIL",7,10,11,2,1,1,0,0,2,3,1,0,5,0,0,0,0,1,0,0.2,0.091,0.455,0.1,0.4,0.273,0.3,0.257,57,0.2,-0.4,0,"MIL","2B",5,0.454545454545455,0.5
"142",2023,"Livan Soto","LAA",4,9,12,2,2,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0.222,0.25,0.167,0,0.286,0.417,0.222,0.321,102,0.1,0.1,0,"LAA","2B",5,0.416666666666667,0.555555555555556
"143",2023,"Vinny Capra","PIT",9,18,21,3,2,1,0,0,3,1,2,0,5,0,0,1,0,0,0,0.167,0.095,0.238,0.056,0.231,0.25,0.222,0.22,31,0.2,-1.6,0,"PIT","2B",5,0.238095238095238,0.277777777777778
"144",2023,"José Tena","CLE",18,31,34,7,5,2,0,0,2,3,3,0,13,0,0,0,0,0,0,0.226,0.088,0.382,0.065,0.389,0.294,0.29,0.264,66,-0.6,-1.9,-0.2,"CLE","2B",4,0.117647058823529,0.129032258064516
"145",2023,"Juniel Querecuto","STL",9,20,21,2,1,1,0,0,2,0,1,0,6,0,0,0,0,0,0,0.1,0.048,0.286,0.05,0.143,0.143,0.15,0.134,-22,0.5,-2.7,-0.1,"STL","2B",0,0,0
"146",2023,"Kyren Paris","LAA",15,40,46,4,4,0,0,0,4,1,4,0,17,1,0,1,0,3,0,0.1,0.087,0.37,0,0.174,0.2,0.1,0.156,-12,0.9,-5.3,-0.3,"LAA","2B",-1,-0.0217391304347826,-0.025
"147",2023,"Ryan Kreidler","DET",11,18,18,2,2,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0.111,0,0.389,0,0.182,0.111,0.111,0.098,-51,0.5,-2.8,-0.1,"DET","2B",-3,-0.166666666666667,-0.166666666666667
"148",2023,"Irving Lopez","STL",5,11,12,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0.417,0,0,0,0,0,-100,0,-3.2,-0.3,"STL","2B",-4,-0.333333333333333,-0.363636363636364
"149",2023,"Isan Díaz","2 Tms",8,24,26,1,1,0,0,0,0,1,2,0,9,0,0,0,0,0,0,0.042,0.077,0.346,0,0.067,0.115,0.042,0.087,-50,-0.1,-5,-0.4,"2 Tms","2B",-5,-0.192307692307692,-0.208333333333333
"150",2023,"Taylor Motter","STL",29,76,82,13,10,3,0,0,3,2,5,0,31,1,0,0,0,0,0,0.171,0.061,0.378,0.039,0.289,0.232,0.211,0.204,25,0.4,-7.3,-0.3,"STL","2B",-5,-0.0609756097560976,-0.0657894736842105
