"","X2B.Season","X2B.Name","X2B.Team.x","X2B.G","X2B.AB","X2B.PA","X2B.H","X2B.B1","X2B.B2","X2B.B3","X2B.HR","X2B.R","X2B.RBI","X2B.BB","X2B.IBB","X2B.SO","X2B.HBP","X2B.SF","X2B.SH","X2B.GDP","X2B.SB","X2B.CS","X2B.AVG","X2B.BB_perc","X2B.K_perc","X2B.ISO","X2B.BABIP","X2B.OBP","X2B.SLG","X2B.wOBA","X2B.wRC.","X2B.BsR","X2B.Off","X2B.WAR","X2B.Team.y","X2B.Position","X2B.score","X2B.perPA","X2B.perAB"
"17",2023,"Wilmer Flores","SFG",126,405,454,115,70,22,0,23,51,60,41,1,63,5,3,0,13,0,0,0.284,0.09,0.139,0.225,0.286,0.355,0.509,0.368,136,-2.4,17.6,2.5,"SFG","2B",296,0.651982378854626,0.730864197530864
"18",2023,"Jake Burger","2 Tms",141,492,540,123,60,28,1,34,71,80,32,0,149,12,4,0,4,1,1,0.25,0.059,0.276,0.268,0.284,0.309,0.518,0.349,120,1.1,14.6,2.5,"CHW","2B",290,0.537037037037037,0.589430894308943
"19",2023,"Tommy Edman","STL",137,479,528,119,77,25,4,13,69,47,35,1,84,7,4,3,9,27,4,0.248,0.066,0.159,0.15,0.275,0.307,0.399,0.306,92,1.8,-3.2,2.3,"STL","2B",286,0.541666666666667,0.597077244258873
"20",2023,"Jonathan India","CIN",119,454,529,111,71,23,0,17,78,61,52,0,109,16,7,0,13,14,2,0.244,0.098,0.206,0.163,0.281,0.338,0.407,0.327,99,-0.4,-0.8,1.2,"CIN","2B",281,0.531190926275992,0.618942731277533
"21",2023,"Brandon Drury","LAA",125,485,523,127,68,30,3,26,61,83,25,0,136,8,5,0,14,0,2,0.262,0.048,0.26,0.235,0.308,0.306,0.497,0.339,114,-4.1,4.7,2.5,"LAA","2B",274,0.523900573613767,0.564948453608247
"22",2023,"Mauricio Dubón","HOU",132,467,492,130,91,26,3,10,76,46,19,0,70,3,3,0,10,7,2,0.278,0.039,0.142,0.133,0.308,0.309,0.411,0.311,97,0.1,-1.6,1.9,"HOU","2B",270,0.548780487804878,0.578158458244111
"23",2023,"Amed Rosario","2 Tms",142,510,545,134,95,25,8,6,70,58,29,0,99,3,3,0,15,15,2,0.263,0.053,0.182,0.116,0.314,0.305,0.378,0.297,88,-2,-9.6,0.2,"LAD","2B",266,0.488073394495413,0.52156862745098
"24",2023,"Ryan McMahon","COL",152,555,627,133,76,31,3,23,80,70,68,2,198,1,3,0,19,5,5,0.24,0.108,0.316,0.191,0.326,0.322,0.431,0.325,88,-5.9,-15.2,1.2,"COL","2B",266,0.424242424242424,0.479279279279279
"25",2023,"Luis García Jr.","WSN",122,447,482,119,88,18,4,9,61,50,27,1,60,0,7,1,10,9,4,0.266,0.056,0.124,0.119,0.286,0.304,0.385,0.297,84,-2.6,-12.3,0.1,"WSN","2B",260,0.539419087136929,0.58165548098434
"26",2023,"Geraldo Perdomo","ARI",144,407,495,100,70,20,4,6,71,47,64,1,86,6,4,14,2,16,4,0.246,0.129,0.174,0.113,0.295,0.353,0.359,0.319,99,5,4.3,2.7,"ARI","2B",259,0.523232323232323,0.636363636363636
"27",2023,"Adam Frazier","BAL",141,412,455,99,63,21,2,13,59,60,32,0,68,4,2,4,4,11,4,0.24,0.07,0.149,0.155,0.258,0.3,0.396,0.302,93,2.1,-1.7,0.3,"BAL","2B",257,0.564835164835165,0.62378640776699
"28",2023,"Luis Rengifo","LAA",126,394,445,104,69,15,4,16,55,51,41,0,82,6,4,0,3,6,4,0.264,0.092,0.184,0.18,0.293,0.339,0.444,0.339,114,0.1,7.6,1.9,"LAA","2B",246,0.552808988764045,0.624365482233503
"29",2023,"Thairo Estrada","SFG",120,495,530,134,92,26,2,14,63,49,22,1,120,11,2,0,10,23,7,0.271,0.042,0.226,0.145,0.331,0.315,0.416,0.316,101,4.8,5.4,3.9,"SFG","2B",244,0.460377358490566,0.492929292929293
"30",2023,"Nolan Gorman","STL",119,406,464,96,52,17,0,27,59,76,53,1,148,3,2,0,5,7,2,0.236,0.114,0.319,0.241,0.296,0.328,0.478,0.345,118,2.6,13.2,2.5,"STL","2B",242,0.521551724137931,0.596059113300493
"31",2023,"Christopher Morel","CHC",107,388,429,96,50,17,3,26,62,70,36,0,133,2,2,1,7,6,2,0.247,0.084,0.31,0.26,0.303,0.313,0.508,0.347,119,2.3,12.3,1.4,"CHC","2B",238,0.554778554778555,0.61340206185567
"32",2023,"DJ LeMahieu","NYY",136,497,562,121,81,22,3,15,55,44,60,2,125,3,2,0,14,2,2,0.243,0.107,0.222,0.147,0.295,0.327,0.39,0.315,101,-7,-6.3,1.1,"NYY","2B",232,0.412811387900356,0.466800804828974
"33",2023,"Jake Cronenworth","SDP",127,458,522,105,64,24,7,10,54,48,46,2,97,11,5,1,8,6,1,0.229,0.088,0.186,0.148,0.267,0.312,0.378,0.301,92,3.2,-1.9,1,"SDP","2B",232,0.444444444444444,0.506550218340611
"34",2023,"Brandon Lowe","TBR",109,377,436,87,50,15,1,21,58,68,50,0,119,6,3,0,8,7,0,0.231,0.115,0.273,0.212,0.275,0.328,0.443,0.334,117,1.6,10.5,2.8,"TBR","2B",231,0.529816513761468,0.612732095490716
"35",2023,"Matt McLain","CIN",89,365,403,106,63,23,4,16,65,50,31,0,115,7,0,0,5,14,5,0.29,0.077,0.285,0.216,0.385,0.357,0.507,0.37,128,0.8,14.9,3.2,"CIN","2B",230,0.570719602977667,0.63013698630137
"36",2023,"Enrique Hernández","2 Tms",140,465,508,110,76,23,0,11,57,61,34,1,97,3,6,0,17,4,1,0.237,0.067,0.191,0.12,0.273,0.289,0.357,0.282,72,-3.1,-20,-1.3,"2 Tms","2B",226,0.44488188976378,0.486021505376344
"37",2023,"Maikel Garcia","KCR",123,464,515,126,98,20,4,4,59,50,38,0,115,2,10,1,9,23,7,0.272,0.074,0.223,0.086,0.344,0.323,0.358,0.299,84,-0.8,-10.7,1.9,"KCR","2B",221,0.429126213592233,0.476293103448276
"38",2023,"Jon Berti","MIA",133,388,424,114,88,16,3,7,53,33,29,2,77,2,3,2,10,16,6,0.294,0.068,0.182,0.111,0.349,0.344,0.405,0.325,103,0.6,1.9,2.1,"MIA","2B",213,0.502358490566038,0.548969072164949
"39",2023,"Willi Castro","MIN",124,358,409,92,60,18,5,9,60,34,34,1,99,12,3,2,5,33,5,0.257,0.083,0.242,0.154,0.328,0.339,0.411,0.327,109,6.4,10.9,2.5,"MIN","2B",210,0.513447432762836,0.58659217877095
"40",2023,"Brendan Donovan","STL",95,327,371,93,71,10,1,11,48,34,33,2,53,9,1,1,4,5,1,0.284,0.089,0.143,0.138,0.311,0.365,0.422,0.345,118,3.1,11.6,2.1,"STL","2B",207,0.557951482479784,0.63302752293578
"41",2023,"Zach McKinstry","DET",148,464,518,107,73,21,4,9,60,35,44,0,113,5,3,2,3,16,6,0.231,0.085,0.218,0.121,0.284,0.302,0.351,0.289,81,1.7,-10,1.2,"DET","2B",205,0.395752895752896,0.441810344827586
"42",2023,"Tony Kemp","OAK",124,359,419,75,54,13,3,5,42,27,44,0,40,6,3,7,9,15,4,0.209,0.105,0.095,0.095,0.221,0.303,0.304,0.276,77,-1.1,-12.8,0.1,"OAK","2B",197,0.470167064439141,0.54874651810585
"43",2023,"Andy Ibáñez","DET",114,356,383,94,58,23,2,11,42,41,24,0,69,1,1,1,7,1,0,0.264,0.063,0.18,0.169,0.3,0.312,0.433,0.32,103,-0.2,1.1,1.6,"DET","2B",193,0.503916449086162,0.542134831460674
"44",2023,"Ezequiel Duran","TEX",122,406,439,112,74,22,2,14,55,46,23,1,120,7,2,1,7,8,4,0.276,0.052,0.273,0.167,0.358,0.324,0.443,0.33,107,-3.8,0.1,0.9,"TEX","2B",193,0.439635535307517,0.475369458128079
"45",2023,"Edouard Julien","MIN",109,338,408,89,56,16,1,16,60,37,64,0,128,2,3,1,8,3,0,0.263,0.157,0.314,0.195,0.371,0.381,0.459,0.366,136,0.3,17.9,2.8,"MIN","2B",191,0.468137254901961,0.56508875739645
"46",2023,"Michael Massey","KCR",129,428,461,98,64,18,1,15,42,55,24,0,99,4,4,1,3,6,2,0.229,0.052,0.215,0.152,0.261,0.274,0.381,0.283,73,2.1,-12.8,0.5,"KCR","2B",191,0.414316702819957,0.446261682242991
"47",2023,"Elvis Andrus","CHW",112,374,406,94,67,20,1,6,39,44,25,1,71,4,2,1,11,12,4,0.251,0.062,0.175,0.107,0.294,0.304,0.358,0.29,81,0.9,-8.3,1.1,"CHW","2B",184,0.45320197044335,0.491978609625668
"48",2023,"Chris Taylor","LAD",117,338,384,80,49,15,1,15,51,56,41,2,125,4,1,0,2,16,3,0.237,0.107,0.326,0.183,0.327,0.326,0.42,0.323,104,3.3,5.4,1.9,"LAD","2B",183,0.4765625,0.541420118343195
"49",2023,"Donovan Solano","MIN",134,394,450,111,79,26,1,5,43,38,40,1,100,15,1,0,8,0,0,0.282,0.089,0.222,0.109,0.366,0.369,0.391,0.338,116,-2.7,6.2,1.2,"MIN","2B",176,0.391111111111111,0.446700507614213
"50",2023,"Jorge Polanco","MIN",80,302,343,77,45,18,0,14,38,48,36,0,88,2,3,0,2,4,0,0.255,0.105,0.257,0.199,0.31,0.335,0.454,0.34,118,1.7,9.1,1.5,"MIN","2B",175,0.510204081632653,0.579470198675497
"51",2023,"Brice Turang","MIL",137,404,448,88,70,9,3,6,46,34,38,1,94,1,2,3,9,26,4,0.218,0.085,0.21,0.082,0.268,0.285,0.3,0.262,60,3.9,-18.1,0.2,"MIL","2B",172,0.383928571428571,0.425742574257426
"52",2023,"Kyle Farmer","MIN",120,336,369,86,59,14,2,11,49,46,23,0,86,8,2,0,7,2,4,0.256,0.062,0.233,0.152,0.311,0.317,0.408,0.316,101,0.5,1,1.6,"MIN","2B",171,0.463414634146341,0.508928571428571
"53",2023,"Nick Senzel","CIN",104,301,330,71,48,10,0,13,49,42,26,0,74,1,2,0,9,6,2,0.236,0.079,0.224,0.163,0.269,0.297,0.399,0.302,83,1.4,-5.8,-0.4,"CIN","2B",169,0.512121212121212,0.561461794019934
"54",2023,"Zack Gelof","OAK",69,270,300,72,37,20,1,14,40,32,26,1,82,3,1,0,5,14,2,0.267,0.087,0.273,0.237,0.331,0.337,0.504,0.357,133,3.3,15.2,2.9,"OAK","2B",167,0.556666666666667,0.618518518518518
"55",2023,"Taylor Walls","TBR",99,303,349,61,39,12,2,8,50,36,44,0,92,1,0,1,1,22,1,0.201,0.126,0.264,0.132,0.261,0.305,0.333,0.287,85,6.5,0.1,1,"TBR","2B",161,0.461318051575931,0.531353135313531
"56",2023,"Cavan Biggio","TOR",111,289,338,68,47,12,0,9,54,40,40,0,88,7,2,0,0,5,2,0.235,0.118,0.26,0.135,0.304,0.34,0.37,0.318,103,2.2,3.3,1,"TOR","2B",158,0.467455621301775,0.546712802768166
"57",2023,"Ildemaro Vargas","WSN",86,262,286,66,47,13,2,4,32,31,19,0,20,1,1,3,10,1,1,0.252,0.066,0.07,0.111,0.259,0.304,0.363,0.292,81,-2.7,-9.6,0.1,"WSN","2B",158,0.552447552447552,0.603053435114504
"58",2023,"Nick Madrigal","CHC",92,270,294,71,52,16,1,2,34,28,10,0,24,9,0,5,3,10,2,0.263,0.034,0.082,0.089,0.283,0.311,0.352,0.294,83,-1.5,-7.7,0.9,"CHC","2B",153,0.520408163265306,0.566666666666667
"59",2023,"Ji Hwan Bae","PIT",111,334,371,77,56,17,2,2,54,32,30,0,92,2,2,3,4,24,9,0.231,0.081,0.248,0.081,0.31,0.296,0.311,0.272,66,2.9,-12.7,-0.3,"PIT","2B",152,0.409703504043127,0.455089820359281
"60",2023,"Josh Rojas","2 Tms",105,314,350,77,56,17,0,4,47,40,27,0,81,1,4,2,3,12,0,0.245,0.077,0.231,0.092,0.313,0.303,0.338,0.284,78,5,-4.7,1.1,"2 Tms","2B",151,0.431428571428571,0.480891719745223
"61",2023,"Ramón Urías","BAL",116,360,396,95,66,22,3,4,45,42,27,0,101,8,1,0,10,3,1,0.264,0.068,0.255,0.111,0.355,0.328,0.375,0.31,99,0.7,0,0.8,"BAL","2B",151,0.381313131313131,0.419444444444444
"62",2023,"Jace Peterson","2 Tms",134,374,430,79,59,10,4,6,35,37,47,2,101,4,3,2,7,15,2,0.211,0.109,0.235,0.096,0.27,0.304,0.307,0.275,74,1.8,-11.6,0.4,"2 Tms","2B",150,0.348837209302326,0.401069518716578
"63",2023,"Miguel Vargas","LAD",81,256,304,50,24,15,4,7,36,32,38,1,61,4,4,1,1,3,2,0.195,0.125,0.201,0.172,0.224,0.305,0.367,0.295,85,0.5,-5.1,0.1,"LAD","2B",143,0.470394736842105,0.55859375
"64",2023,"Tim Anderson","CHW",123,493,524,121,100,18,2,1,52,25,26,0,122,3,2,0,15,13,2,0.245,0.05,0.233,0.051,0.323,0.286,0.296,0.26,60,-1,-26.1,-0.5,"CHW","2B",140,0.267175572519084,0.283975659229209
"65",2023,"Owen Miller","MIL",90,291,314,76,54,17,0,5,29,27,17,1,61,2,4,0,6,13,2,0.261,0.054,0.194,0.11,0.31,0.303,0.371,0.292,81,1.8,-5.7,0.9,"MIL","2B",134,0.426751592356688,0.460481099656357
"66",2023,"Andruw Monasterio","MIL",92,282,315,73,55,14,1,3,38,27,28,0,66,3,2,0,9,7,2,0.259,0.089,0.21,0.089,0.326,0.33,0.348,0.302,88,-3.2,-8.1,0.4,"MIL","2B",132,0.419047619047619,0.468085106382979
"67",2023,"Kevin Newman","CIN",74,225,253,57,38,16,0,3,28,28,17,0,34,4,5,2,7,8,1,0.253,0.067,0.134,0.111,0.28,0.311,0.364,0.296,78,0,-6.8,0,"CIN","2B",129,0.509881422924901,0.573333333333333
"68",2023,"José Caballero","SEA",104,231,280,51,37,9,1,4,37,26,28,0,66,17,4,0,0,26,3,0.221,0.1,0.236,0.1,0.285,0.343,0.32,0.305,96,5.2,4,2.2,"SEA","2B",125,0.446428571428571,0.541125541125541
"69",2023,"Edmundo Sosa","PHI",104,279,300,70,43,15,2,10,34,30,8,0,74,9,1,2,10,4,2,0.251,0.027,0.247,0.176,0.306,0.293,0.427,0.309,92,0,-3,0.9,"PHI","2B",121,0.403333333333333,0.433691756272401
"70",2023,"Nicky Lopez","2 Tms",94,225,262,52,40,8,3,1,32,25,26,0,40,6,1,4,3,6,2,0.231,0.099,0.153,0.076,0.276,0.326,0.307,0.288,77,0.3,-7.1,1.1,"2 Tms","2B",118,0.450381679389313,0.524444444444444
"71",2023,"Santiago Espinal","TOR",93,230,254,57,41,14,0,2,30,25,18,1,36,3,1,2,5,2,1,0.248,0.071,0.142,0.087,0.285,0.31,0.335,0.285,80,0.4,-5.6,0.1,"TOR","2B",117,0.460629921259843,0.508695652173913
"72",2023,"Oswaldo Cabrera","NYY",115,298,330,63,47,11,0,5,35,29,25,1,72,2,2,3,6,8,0,0.211,0.076,0.218,0.087,0.26,0.275,0.299,0.256,60,1.4,-14.3,-0.6,"NYY","2B",115,0.348484848484849,0.385906040268456
"73",2023,"Pablo Reyes","BOS",64,167,185,48,37,9,0,2,27,20,14,0,21,0,2,2,3,7,2,0.287,0.076,0.114,0.09,0.315,0.339,0.377,0.315,93,0.9,-0.7,0.5,"BOS","2B",110,0.594594594594595,0.658682634730539
"74",2023,"Aledmys Díaz","OAK",109,315,344,72,47,20,1,4,25,24,17,2,66,7,4,1,14,1,0,0.229,0.049,0.192,0.108,0.273,0.28,0.337,0.268,72,-3.1,-14.8,-0.4,"OAK","2B",109,0.316860465116279,0.346031746031746
"75",2023,"Eduardo Escobar","2 Tms",100,288,309,65,48,6,5,6,32,31,18,0,78,0,2,1,7,2,1,0.226,0.058,0.252,0.118,0.286,0.269,0.344,0.267,66,-1.2,-14,-0.9,"2 Tms","2B",104,0.336569579288026,0.361111111111111
"76",2023,"Nick Maton","DET",93,249,293,43,26,9,0,8,29,32,38,1,73,3,2,1,4,1,2,0.173,0.13,0.249,0.133,0.206,0.288,0.305,0.268,67,-0.6,-12.2,-1.1,"DET","2B",104,0.354948805460751,0.417670682730924
"77",2023,"Garrett Hampson","MIA",98,221,252,61,45,12,1,3,30,23,23,0,67,3,2,3,3,5,0,0.276,0.091,0.266,0.104,0.379,0.349,0.38,0.323,101,1.8,2.1,0.7,"MIA","2B",98,0.388888888888889,0.443438914027149
"78",2023,"Jordan Westburg","BAL",68,208,228,54,32,17,2,3,26,23,16,0,56,1,3,0,3,4,1,0.26,0.07,0.246,0.144,0.336,0.311,0.404,0.309,97,0.8,0.1,1.1,"BAL","2B",97,0.425438596491228,0.466346153846154
"79",2023,"Jordan Diaz","OAK",90,272,293,60,41,9,0,10,20,27,17,0,69,3,1,0,10,0,1,0.221,0.058,0.235,0.143,0.258,0.273,0.364,0.278,78,-3.2,-10.8,-0.9,"OAK","2B",94,0.320819112627986,0.345588235294118
"80",2023,"Davis Schneider","TOR",35,116,141,32,11,12,1,8,23,20,21,0,43,4,0,0,2,1,0,0.276,0.149,0.305,0.328,0.369,0.404,0.603,0.424,176,0.1,13,2,"TOR","2B",92,0.652482269503546,0.793103448275862
"81",2023,"Zack Short","DET",112,221,253,45,29,9,0,7,17,33,28,0,66,0,1,3,3,5,0,0.204,0.111,0.261,0.136,0.255,0.292,0.339,0.281,76,-0.6,-8,-0.2,"DET","2B",92,0.363636363636364,0.416289592760181
"82",2023,"Alan Trejo","COL",83,207,227,48,33,11,0,4,24,26,16,0,51,1,2,1,3,5,1,0.232,0.07,0.225,0.111,0.286,0.288,0.343,0.277,56,0.5,-11.8,-0.2,"COL","2B",91,0.400881057268722,0.439613526570048
"83",2023,"Casey Schmitt","SFG",90,253,277,52,32,15,0,5,28,30,13,0,65,5,3,3,7,2,1,0.206,0.047,0.235,0.119,0.253,0.255,0.324,0.254,59,-2,-16,-0.6,"SFG","2B",90,0.324909747292419,0.355731225296443
"84",2023,"Jared Triolo","PIT",54,181,209,54,42,9,0,3,30,21,24,0,63,3,1,0,0,6,1,0.298,0.115,0.301,0.099,0.44,0.388,0.398,0.35,118,1.8,6.6,1.7,"PIT","2B",90,0.430622009569378,0.497237569060773
"85",2023,"Tucupita Marcano","PIT",75,202,220,47,30,12,2,3,16,18,10,0,35,3,2,3,2,5,2,0.233,0.045,0.159,0.124,0.265,0.276,0.356,0.275,68,0.1,-8.6,-0.4,"PIT","2B",86,0.390909090909091,0.425742574257426
"86",2023,"Christian Arroyo","BOS",66,195,206,47,28,16,0,3,23,24,7,0,45,1,2,1,8,1,3,0.241,0.034,0.218,0.128,0.295,0.268,0.369,0.274,65,-2.3,-11,-0.4,"BOS","2B",82,0.398058252427184,0.420512820512821
"87",2023,"Brendan Rodgers","COL",46,178,192,46,32,9,1,4,21,20,11,0,41,3,0,0,6,0,0,0.258,0.057,0.214,0.129,0.316,0.313,0.388,0.307,76,-1.5,-7.2,0,"COL","2B",80,0.416666666666667,0.449438202247191
"88",2023,"Harold Castro","COL",99,258,270,65,51,13,0,1,24,31,9,0,66,0,2,1,5,1,0,0.252,0.033,0.244,0.062,0.332,0.275,0.314,0.258,43,-0.8,-19.7,-1.6,"COL","2B",80,0.296296296296296,0.310077519379845
"89",2023,"Josh Smith","TEX",90,195,232,36,21,8,1,6,29,15,25,0,55,9,1,2,3,1,0,0.185,0.108,0.237,0.144,0.222,0.304,0.328,0.287,78,-1.3,-7.6,0,"TEX","2B",79,0.34051724137931,0.405128205128205
"90",2023,"Kolten Wong","2 Tms",87,224,250,41,31,6,0,4,25,27,18,0,53,5,3,0,1,3,2,0.183,0.072,0.212,0.08,0.218,0.256,0.263,0.236,48,-0.4,-15.9,-0.9,"2 Tms","2B",79,0.316,0.352678571428571
"91",2023,"Tyler Freeman","CLE",64,153,168,37,26,7,0,4,20,18,10,0,30,2,1,2,3,5,0,0.242,0.06,0.179,0.124,0.275,0.295,0.366,0.29,84,1.5,-1.7,0.2,"CLE","2B",79,0.470238095238095,0.516339869281046
"92",2023,"Enmanuel Valdez","BOS",49,139,149,37,23,8,0,6,17,19,8,0,37,1,0,0,4,5,1,0.266,0.054,0.248,0.187,0.323,0.311,0.453,0.328,102,0.2,0.6,0.3,"BOS","2B",75,0.503355704697987,0.539568345323741
"93",2023,"Liover Peguero","PIT",59,198,213,47,35,4,1,7,21,26,11,0,67,1,1,2,6,6,2,0.237,0.052,0.315,0.136,0.32,0.28,0.374,0.284,74,-0.6,-7.5,0,"PIT","2B",71,0.333333333333333,0.358585858585859
"94",2023,"Rougned Odor","SDP",59,138,157,28,15,9,0,4,21,18,17,0,37,2,0,0,2,2,1,0.203,0.108,0.236,0.152,0.247,0.299,0.355,0.291,86,1.6,-1.2,0.5,"SDP","2B",70,0.445859872611465,0.507246376811594
"95",2023,"Matt Duffy","KCR",79,191,209,48,38,8,0,2,17,16,12,0,39,4,2,0,4,1,0,0.251,0.057,0.187,0.073,0.303,0.306,0.325,0.281,72,-0.3,-7.4,-0.1,"KCR","2B",69,0.330143540669856,0.361256544502618
"96",2023,"Rodolfo Castro","2 Tms",92,227,256,48,35,7,0,6,21,24,23,1,74,5,1,0,4,1,4,0.211,0.09,0.289,0.11,0.284,0.297,0.322,0.277,69,-3.8,-13.5,-0.9,"2 Tms","2B",69,0.26953125,0.303964757709251
"97",2023,"Dylan Moore","SEA",67,145,165,30,13,9,1,7,18,19,16,0,56,4,0,0,1,7,3,0.207,0.097,0.339,0.221,0.28,0.303,0.428,0.317,105,0.6,1.6,0.7,"SEA","2B",66,0.4,0.455172413793103
"98",2023,"Miles Mastrobuoni","CHC",61,133,149,32,26,5,0,1,24,5,13,0,32,0,0,3,1,13,1,0.241,0.087,0.215,0.06,0.31,0.308,0.301,0.275,71,3.6,-1.8,0.3,"CHC","2B",63,0.422818791946309,0.473684210526316
"99",2023,"Matthew Batten","SDP",43,120,139,31,23,6,0,2,19,11,17,0,30,1,0,1,0,2,2,0.258,0.122,0.216,0.1,0.33,0.355,0.358,0.321,106,1.4,2.4,0.5,"SDP","2B",62,0.446043165467626,0.516666666666667
"100",2023,"Luis Urías","2 Tms",52,144,177,28,19,6,0,3,18,18,21,0,41,10,0,0,4,0,0,0.194,0.119,0.232,0.104,0.25,0.337,0.299,0.298,83,-1.5,-5.2,-0.1,"2 Tms","2B",59,0.333333333333333,0.409722222222222
"101",2023,"Sam Haggerty","SEA",52,91,108,23,18,3,1,1,13,5,15,0,17,1,0,1,0,10,1,0.253,0.139,0.157,0.088,0.301,0.364,0.341,0.321,108,3,4,0.3,"SEA","2B",57,0.527777777777778,0.626373626373626
"102",2023,"Hanser Alberto","CHW",30,82,90,18,10,5,0,3,11,16,4,0,13,1,1,2,1,0,0,0.22,0.044,0.144,0.171,0.224,0.261,0.39,0.279,74,-0.6,-3.5,-0.3,"CHW","2B",50,0.555555555555556,0.609756097560976
"103",2023,"Jake Alu","WSN",51,159,175,36,31,2,1,2,14,16,10,0,42,3,2,1,2,5,1,0.226,0.057,0.24,0.063,0.291,0.282,0.289,0.256,56,0.3,-9.1,-0.4,"WSN","2B",49,0.28,0.308176100628931
