"","RF.Season","RF.Name","RF.Team.x","RF.G","RF.AB","RF.PA","RF.H","RF.B1","RF.B2","RF.B3","RF.HR","RF.R","RF.RBI","RF.BB","RF.IBB","RF.SO","RF.HBP","RF.SF","RF.SH","RF.GDP","RF.SB","RF.CS","RF.AVG","RF.BB_perc","RF.K_perc","RF.ISO","RF.BABIP","RF.OBP","RF.SLG","RF.wOBA","RF.wRC.","RF.BsR","RF.Off","RF.WAR","RF.Team.y","RF.Position","RF.score","RF.perPA","RF.perAB"
"96",2023,"Joshua Palacios","PIT",91,247,264,59,38,9,2,10,26,40,12,0,56,2,1,2,7,5,0,0.239,0.045,0.212,0.174,0.269,0.279,0.413,0.297,83,-1.1,-6.8,0,"PIT","RF",129,0.488636363636364,0.522267206477733
"97",2023,"JJ Bleday","OAK",82,256,303,50,29,11,0,10,35,27,42,0,72,2,3,0,3,5,1,0.195,0.139,0.238,0.16,0.226,0.31,0.355,0.297,92,1,-2.1,0.1,"OAK","RF",128,0.422442244224422,0.5
"98",2023,"Nelson Velázquez","2 Tms",53,162,179,38,15,6,0,17,35,34,14,0,51,2,1,0,3,0,0,0.235,0.078,0.285,0.352,0.221,0.302,0.586,0.369,132,0.2,7.2,0.7,"2 Tms","RF",127,0.709497206703911,0.783950617283951
"99",2023,"Brian Anderson","MIL",96,318,361,72,48,12,3,9,38,40,36,0,108,4,3,0,10,1,3,0.226,0.1,0.299,0.142,0.309,0.31,0.368,0.299,85,-2.8,-9.4,0.5,"MIL","RF",124,0.343490304709141,0.389937106918239
"100",2023,"Drew Waters","KCR",98,302,337,69,45,11,5,8,40,32,27,0,107,5,3,0,4,16,5,0.228,0.08,0.318,0.149,0.321,0.3,0.377,0.296,82,1.8,-5.5,0.8,"KCR","RF",122,0.362017804154303,0.403973509933775
"101",2023,"Sal Frelick","MIL",57,191,223,47,34,9,1,3,29,24,28,0,37,1,3,0,2,7,0,0.246,0.126,0.166,0.105,0.286,0.341,0.351,0.309,92,3.6,1.5,1.4,"MIL","RF",118,0.52914798206278,0.617801047120419
"102",2023,"Rob Refsnyder","BOS",89,202,243,50,39,9,1,1,31,28,33,0,47,5,1,1,8,7,2,0.248,0.136,0.193,0.069,0.316,0.365,0.317,0.314,93,-1.4,-3.5,0.2,"BOS","RF",116,0.477366255144033,0.574257425742574
"103",2023,"Oswaldo Cabrera","NYY",115,298,330,63,47,11,0,5,35,29,25,1,72,2,2,3,6,8,0,0.211,0.076,0.218,0.087,0.26,0.275,0.299,0.256,60,1.4,-14.3,-0.6,"NYY","RF",115,0.348484848484849,0.385906040268456
"104",2023,"Stuart Fairchild","CIN",97,219,255,50,27,16,2,5,34,28,25,0,69,6,2,3,2,10,3,0.228,0.098,0.271,0.16,0.306,0.321,0.388,0.312,89,2.3,-1.1,0.7,"CIN","RF",113,0.443137254901961,0.515981735159817
"105",2023,"Joey Gallo","MIN",111,282,332,50,19,9,1,21,39,40,48,1,142,2,0,0,3,1,1,0.177,0.145,0.428,0.262,0.244,0.301,0.44,0.32,104,1,2.5,0.7,"MIN","RF",111,0.33433734939759,0.393617021276596
"106",2023,"Pavin Smith","ARI",69,191,228,36,24,5,0,7,26,30,35,0,45,1,0,0,3,1,1,0.188,0.154,0.197,0.136,0.209,0.317,0.325,0.293,81,-0.6,-5.9,-0.8,"ARI","RF",109,0.478070175438596,0.570680628272251
"107",2023,"Dylan Carlson","STL",76,219,255,48,34,8,1,5,27,27,26,0,49,7,3,0,4,3,0,0.219,0.102,0.192,0.114,0.256,0.318,0.333,0.293,84,0.1,-5,0.2,"STL","RF",107,0.419607843137255,0.488584474885845
"108",2023,"Luis Matos","SFG",76,228,253,57,41,13,1,2,24,14,20,0,33,3,0,2,3,3,0,0.25,0.079,0.13,0.092,0.285,0.319,0.342,0.295,87,-0.9,-5.1,-0.4,"SFG","RF",106,0.41897233201581,0.464912280701754
"109",2023,"Kevin Pillar","ATL",81,197,206,45,26,10,0,9,29,32,6,0,50,0,3,0,2,4,1,0.228,0.029,0.243,0.188,0.255,0.248,0.416,0.28,71,1.1,-6.2,0.1,"ATL","RF",103,0.5,0.522842639593909
"110",2023,"Trevor Larnach","MIN",58,183,212,39,21,7,3,8,26,40,27,1,72,0,2,0,2,1,1,0.213,0.127,0.34,0.202,0.295,0.311,0.415,0.313,99,0.6,0.5,0.4,"MIN","RF",99,0.466981132075472,0.540983606557377
"111",2023,"Garrett Hampson","MIA",98,221,252,61,45,12,1,3,30,23,23,0,67,3,2,3,3,5,0,0.276,0.091,0.266,0.104,0.379,0.349,0.38,0.323,101,1.8,2.1,0.7,"MIA","RF",98,0.388888888888889,0.443438914027149
"112",2023,"Dairon Blanco","KCR",69,124,138,32,18,7,4,3,19,18,10,0,33,2,0,2,2,24,5,0.258,0.072,0.239,0.194,0.33,0.324,0.452,0.333,108,2.2,3.4,1.1,"KCR","RF",94,0.681159420289855,0.758064516129032
"113",2023,"Jake Bauers","NYY",84,242,272,49,22,15,0,12,28,30,27,0,95,0,3,0,3,3,2,0.202,0.099,0.349,0.211,0.268,0.279,0.413,0.297,89,-2.6,-6.1,-0.5,"NYY","RF",93,0.341911764705882,0.384297520661157
"114",2023,"Gabriel Arias","CLE",122,315,345,66,41,15,0,10,36,26,28,0,113,1,1,0,9,3,4,0.21,0.081,0.328,0.143,0.29,0.275,0.352,0.276,74,-1.7,-12.4,0.4,"CLE","RF",91,0.263768115942029,0.288888888888889
"115",2023,"Henry Davis","PIT",62,225,255,48,31,10,0,7,27,24,25,2,69,4,1,0,3,3,5,0.213,0.098,0.271,0.138,0.273,0.302,0.351,0.287,76,-2.1,-9.5,-1,"PIT","RF",91,0.356862745098039,0.404444444444444
"116",2023,"Dominic Canzone","2 Tms",59,173,182,38,19,13,0,6,23,21,8,0,32,1,0,0,5,1,0,0.22,0.044,0.176,0.179,0.237,0.258,0.399,0.282,79,-1.7,-6.3,-0.5,"2 Tms","RF",90,0.494505494505495,0.520231213872832
"117",2023,"DJ Stewart","NYM",58,160,185,39,19,9,0,11,21,26,15,0,56,7,1,1,3,1,1,0.244,0.081,0.303,0.263,0.298,0.333,0.506,0.358,130,-0.2,6.6,0.7,"NYM","RF",88,0.475675675675676,0.55
"118",2023,"Mitch Haniger","SFG",61,211,229,44,24,13,1,6,27,28,15,0,65,2,1,0,7,1,0,0.209,0.066,0.284,0.156,0.27,0.266,0.365,0.274,73,0.5,-7.2,-0.2,"SFG","RF",83,0.362445414847162,0.393364928909953
"119",2023,"Austin Slater","SFG",89,185,207,50,36,9,0,5,24,20,20,0,58,2,0,0,2,2,2,0.27,0.097,0.28,0.13,0.369,0.348,0.4,0.33,110,0.1,2.7,0.9,"SFG","RF",82,0.396135265700483,0.443243243243243
"120",2023,"Trey Mancini","CHC",79,235,263,55,39,12,0,4,31,28,21,1,78,2,3,0,5,0,0,0.234,0.08,0.297,0.102,0.327,0.299,0.336,0.28,74,-1.8,-10.4,-0.8,"CHC","RF",82,0.311787072243346,0.348936170212766
"121",2023,"Willie Calhoun","NYY",44,134,149,32,20,7,0,5,16,16,14,1,20,0,1,0,2,0,0,0.239,0.094,0.134,0.164,0.245,0.309,0.403,0.307,96,-0.2,-0.9,0,"NYY","RF",81,0.543624161073825,0.604477611940298
"122",2023,"Blake Perkins","MIL",67,143,168,31,20,7,0,4,28,20,23,0,46,0,0,2,3,5,2,0.217,0.137,0.274,0.133,0.29,0.325,0.35,0.303,88,2.1,-0.3,1.2,"MIL","RF",80,0.476190476190476,0.559440559440559
"123",2023,"Harold Castro","COL",99,258,270,65,51,13,0,1,24,31,9,0,66,0,2,1,5,1,0,0.252,0.033,0.244,0.062,0.332,0.275,0.314,0.258,43,-0.8,-19.7,-1.6,"COL","RF",80,0.296296296296296,0.310077519379845
"124",2023,"Kole Calhoun","CLE",43,157,174,34,21,7,0,6,18,25,13,0,37,2,2,0,3,0,1,0.217,0.075,0.213,0.159,0.241,0.282,0.376,0.286,81,0.2,-3.7,-0.1,"CLE","RF",78,0.448275862068966,0.496815286624204
"125",2023,"Raimel Tapia","3 Tms",64,148,169,35,27,4,1,3,28,13,17,0,40,1,1,1,2,10,2,0.236,0.101,0.237,0.101,0.302,0.317,0.338,0.293,80,2.4,-1.7,0.1,"3 Tms","RF",78,0.461538461538462,0.527027027027027
"126",2023,"Oscar Colás","CHW",75,245,263,53,39,9,0,5,32,19,12,1,71,2,2,2,5,4,3,0.216,0.046,0.27,0.098,0.281,0.257,0.314,0.249,53,1.4,-13.5,-1.3,"CHW","RF",74,0.281368821292776,0.302040816326531
"127",2023,"Richie Palacios","STL",32,93,102,24,12,6,0,6,9,16,6,0,11,1,1,1,1,2,0,0.258,0.059,0.108,0.258,0.234,0.307,0.516,0.346,120,0.4,2.8,0.4,"STL","RF",70,0.686274509803922,0.752688172043011
"128",2023,"Rougned Odor","SDP",59,138,157,28,15,9,0,4,21,18,17,0,37,2,0,0,2,2,1,0.203,0.108,0.236,0.152,0.247,0.299,0.355,0.291,86,1.6,-1.2,0.5,"SDP","RF",70,0.445859872611465,0.507246376811594
"129",2023,"Nick Pratto","KCR",95,306,345,71,48,16,0,7,33,35,29,0,138,6,4,0,3,1,1,0.232,0.084,0.4,0.121,0.388,0.307,0.353,0.292,79,-0.5,-9,-0.6,"KCR","RF",68,0.197101449275362,0.222222222222222
"130",2023,"Dylan Moore","SEA",67,145,165,30,13,9,1,7,18,19,16,0,56,4,0,0,1,7,3,0.207,0.097,0.339,0.221,0.28,0.303,0.428,0.317,105,0.6,1.6,0.7,"SEA","RF",66,0.4,0.455172413793103
"131",2023,"Jake Cave","PHI",65,184,203,39,25,8,1,5,18,21,15,0,55,1,2,1,3,3,0,0.212,0.074,0.271,0.136,0.27,0.272,0.348,0.271,66,1.1,-7.4,-0.1,"PHI","RF",66,0.32512315270936,0.358695652173913
"132",2023,"Billy McKinney","NYY",48,128,147,29,19,3,1,6,19,14,17,1,39,1,1,0,1,1,0,0.227,0.116,0.265,0.18,0.274,0.32,0.406,0.315,101,0.7,0.9,0.4,"NYY","RF",65,0.442176870748299,0.5078125
"133",2023,"Miles Mastrobuoni","CHC",61,133,149,32,26,5,0,1,24,5,13,0,32,0,0,3,1,13,1,0.241,0.087,0.215,0.06,0.31,0.308,0.301,0.275,71,3.6,-1.8,0.3,"CHC","RF",63,0.422818791946309,0.473684210526316
"134",2023,"Miguel Andujar","PIT",30,84,90,21,10,7,0,4,9,18,6,0,13,0,0,0,1,2,0,0.25,0.067,0.144,0.226,0.254,0.3,0.476,0.33,105,0.5,1,0.1,"PIT","RF",62,0.688888888888889,0.738095238095238
"135",2023,"Evan Carter","TEX",23,62,75,19,9,4,1,5,15,12,12,1,24,0,1,0,1,3,0,0.306,0.16,0.32,0.339,0.412,0.413,0.645,0.435,180,0.2,7.4,1.3,"TEX","RF",59,0.786666666666667,0.951612903225806
"136",2023,"Ryan McKenna","BAL",89,122,139,31,22,7,0,2,23,18,9,0,40,3,2,3,4,5,0,0.254,0.065,0.288,0.107,0.354,0.316,0.361,0.298,90,0.6,-1,0.3,"BAL","RF",59,0.424460431654676,0.483606557377049
"137",2023,"Nick Martini","CIN",29,72,79,19,9,3,1,6,10,16,5,0,15,2,0,0,1,0,0,0.264,0.063,0.19,0.319,0.255,0.329,0.583,0.382,136,-0.3,3.2,0.4,"CIN","RF",58,0.734177215189873,0.805555555555556
"138",2023,"Sam Haggerty","SEA",52,91,108,23,18,3,1,1,13,5,15,0,17,1,0,1,0,10,1,0.253,0.139,0.157,0.088,0.301,0.364,0.341,0.321,108,3,4,0.3,"SEA","RF",57,0.527777777777778,0.626373626373626
"139",2023,"Dominic Fletcher","ARI",28,93,102,28,20,5,1,2,10,14,7,1,22,0,0,2,0,0,2,0.301,0.069,0.216,0.14,0.377,0.35,0.441,0.34,113,-0.7,0.8,0.6,"ARI","RF",51,0.5,0.548387096774194
"140",2023,"David Fry","CLE",58,101,113,24,14,6,0,4,12,15,8,0,30,4,0,0,3,2,0,0.238,0.071,0.265,0.178,0.299,0.319,0.416,0.321,106,0.6,1.4,0,"CLE","RF",49,0.433628318584071,0.485148514851485
"141",2023,"Rafael Ortega","NYM",47,114,136,25,21,3,0,1,16,8,20,0,33,1,0,1,0,6,1,0.219,0.147,0.243,0.053,0.3,0.341,0.272,0.288,83,2.6,-0.3,0.5,"NYM","RF",48,0.352941176470588,0.421052631578947
"142",2023,"José Azocar","SDP",55,91,102,21,13,6,0,2,16,9,4,0,24,2,0,5,2,8,2,0.231,0.039,0.235,0.132,0.292,0.278,0.363,0.28,78,1.5,-1.2,0.1,"SDP","RF",46,0.450980392156863,0.505494505494505
"143",2023,"Zach Remillard","CHW",54,147,160,37,29,7,0,1,16,18,8,1,48,1,0,4,3,4,3,0.252,0.05,0.3,0.068,0.367,0.295,0.32,0.27,67,1.9,-4.3,0.2,"CHW","RF",46,0.2875,0.312925170068027
"144",2023,"Jonathan Davis","MIA",34,90,104,22,15,4,1,2,22,10,7,0,29,2,2,2,1,1,2,0.244,0.067,0.279,0.133,0.328,0.307,0.378,0.298,85,0.5,-1.5,0.1,"MIA","RF",45,0.432692307692308,0.5
"145",2023,"Cristian Pache","PHI",48,84,95,20,10,7,1,2,12,11,10,0,27,0,0,1,1,2,3,0.238,0.105,0.284,0.179,0.327,0.319,0.417,0.32,99,-0.6,-0.7,0.5,"PHI","RF",43,0.452631578947368,0.511904761904762
"146",2023,"Oscar Gonzalez","CLE",54,173,180,37,26,7,2,2,15,12,5,0,46,1,1,0,2,0,0,0.214,0.028,0.256,0.098,0.278,0.239,0.312,0.239,49,0.6,-10.5,-1.5,"CLE","RF",40,0.222222222222222,0.23121387283237
"147",2023,"Jake Marisnick","3 Tms",46,76,83,18,11,3,2,2,10,10,3,0,21,2,1,1,4,2,3,0.237,0.036,0.253,0.171,0.296,0.28,0.408,0.294,85,-0.9,-2.4,0.2,"CHW","RF",35,0.421686746987952,0.460526315789474
"148",2023,"Sean Bouchard","COL",21,38,43,12,6,2,0,4,11,7,4,0,14,0,1,0,0,0,1,0.316,0.093,0.326,0.368,0.381,0.372,0.684,0.432,160,-0.4,2.8,0.4,"COL","RF",34,0.790697674418605,0.894736842105263
"149",2023,"Romy Gonzalez","CHW",44,93,97,18,9,4,2,3,11,14,2,0,36,0,1,1,0,7,0,0.194,0.021,0.371,0.183,0.273,0.208,0.376,0.244,49,3.1,-2.8,-0.2,"CHW","RF",33,0.34020618556701,0.354838709677419
"150",2023,"Franchy Cordero","NYY",24,69,71,13,5,2,0,6,9,13,2,0,25,0,0,0,0,0,0,0.188,0.028,0.352,0.29,0.184,0.211,0.478,0.286,81,0,-1.5,-0.1,"NYY","RF",32,0.450704225352113,0.463768115942029
"151",2023,"Hunter Goodman","COL",23,70,77,14,6,4,3,1,6,17,5,0,24,0,2,0,2,1,0,0.2,0.065,0.312,0.186,0.277,0.247,0.386,0.266,48,-0.1,-5,-0.4,"COL","RF",32,0.415584415584416,0.457142857142857
"152",2023,"Josh Harrison","PHI",41,103,114,21,16,3,0,2,8,10,3,0,20,6,2,0,2,0,0,0.204,0.026,0.175,0.087,0.229,0.263,0.291,0.248,51,0,-6.9,-0.6,"PHI","RF",31,0.271929824561404,0.300970873786408
"153",2023,"Lawrence Butler","OAK",42,123,129,26,18,4,0,4,10,10,4,0,35,1,1,0,5,0,0,0.211,0.031,0.271,0.13,0.259,0.24,0.341,0.251,60,-0.9,-7.1,-0.2,"OAK","RF",31,0.24031007751938,0.252032520325203
"154",2023,"Henry Ramos","CIN",23,74,86,18,14,3,1,0,9,5,11,0,21,1,0,0,2,2,1,0.243,0.128,0.244,0.068,0.34,0.349,0.311,0.303,83,-0.8,-2.6,-0.1,"CIN","RF",29,0.337209302325581,0.391891891891892
"155",2023,"Jordan Luplow","2 Tms",39,77,90,16,11,3,0,2,11,5,12,1,27,1,0,0,1,2,0,0.208,0.133,0.3,0.117,0.292,0.322,0.325,0.29,83,1.4,-0.4,0.3,"2 Tms","RF",29,0.322222222222222,0.376623376623377
"156",2023,"Michael Toglia","COL",45,141,152,23,14,5,0,4,18,9,10,0,50,1,0,0,3,1,1,0.163,0.066,0.329,0.121,0.218,0.224,0.284,0.225,21,-0.3,-15.1,-1.2,"COL","RF",28,0.184210526315789,0.198581560283688
"157",2023,"Trayce Thompson","2 Tms",72,153,179,25,17,2,0,6,17,17,24,0,77,2,0,0,1,2,0,0.163,0.134,0.43,0.131,0.271,0.285,0.294,0.266,65,0.9,-6.7,-0.2,"2 Tms","RF",28,0.156424581005587,0.183006535947712
"158",2023,"Mark Mathias","2 Tms",27,62,72,14,12,2,0,0,6,6,10,0,15,0,0,0,4,3,0,0.226,0.139,0.208,0.032,0.298,0.333,0.258,0.278,71,-1.4,-4,-0.5,"PIT","RF",26,0.361111111111111,0.419354838709677
"159",2023,"Conner Capel","OAK",32,73,86,19,14,5,0,0,6,3,12,0,25,1,0,0,1,5,3,0.26,0.14,0.291,0.068,0.396,0.372,0.329,0.322,109,-0.7,0.2,0,"OAK","RF",25,0.290697674418605,0.342465753424658
"160",2023,"Jonny DeLuca","LAD",24,42,45,11,8,1,0,2,5,6,3,0,8,0,0,0,0,1,0,0.262,0.067,0.178,0.167,0.281,0.311,0.429,0.32,102,0.4,0.5,0.3,"LAD","RF",25,0.555555555555556,0.595238095238095
"161",2023,"Wil Myers","CIN",37,127,141,24,18,3,0,3,11,12,12,0,48,0,1,1,3,2,1,0.189,0.085,0.34,0.094,0.273,0.257,0.283,0.243,43,0.4,-9.6,-0.8,"CIN","RF",25,0.177304964539007,0.196850393700787
"162",2023,"Avisaíl García","MIA",37,108,118,20,13,3,1,3,8,12,6,1,39,2,0,0,1,2,0,0.185,0.051,0.331,0.13,0.258,0.241,0.315,0.241,46,0.2,-7.6,-0.3,"MIA","RF",24,0.203389830508475,0.222222222222222
"163",2023,"Hunter Dozier","KCR",29,82,91,15,10,2,1,2,8,9,8,0,29,0,1,0,0,2,0,0.183,0.088,0.319,0.122,0.25,0.253,0.305,0.247,48,0.9,-4.8,-0.3,"KCR","RF",23,0.252747252747253,0.280487804878049
"164",2023,"Vidal Bruján","TBR",37,76,84,13,11,2,0,0,14,6,5,0,21,2,0,1,1,3,2,0.171,0.06,0.25,0.026,0.236,0.241,0.197,0.206,29,0.7,-6.5,-0.6,"TBR","RF",22,0.261904761904762,0.289473684210526
"165",2023,"Bubba Thompson","TEX",37,53,60,9,4,4,1,0,10,4,4,0,16,1,1,1,0,4,2,0.17,0.067,0.267,0.113,0.237,0.237,0.283,0.23,38,1.1,-3.4,-0.2,"TEX","RF",21,0.35,0.39622641509434
"166",2023,"Clint Frazier","CHW",33,66,76,13,11,1,1,0,10,3,10,0,23,0,0,0,0,4,2,0.197,0.132,0.303,0.045,0.302,0.303,0.242,0.256,58,-0.2,-4.1,-0.4,"CHW","RF",20,0.263157894736842,0.303030303030303
"167",2023,"Colton Cowser","BAL",26,61,77,7,5,2,0,0,15,4,13,0,22,2,1,0,1,1,0,0.115,0.169,0.286,0.033,0.175,0.286,0.148,0.226,40,0.6,-4.9,-0.4,"BAL","RF",20,0.25974025974026,0.327868852459016
"168",2023,"Terrin Vavra","BAL",27,49,56,12,12,0,0,0,9,5,5,0,12,0,0,2,5,1,0,0.245,0.089,0.214,0,0.324,0.315,0.245,0.261,64,0,-2.5,-0.3,"BAL","RF",20,0.357142857142857,0.408163265306122
"169",2023,"Jo Adell","LAA",17,58,62,12,5,3,1,3,7,6,4,0,25,0,0,0,1,1,0,0.207,0.065,0.403,0.241,0.3,0.258,0.448,0.299,86,0.4,-0.6,0.2,"LAA","RF",19,0.306451612903226,0.327586206896552
"170",2023,"Óscar Mercado","STL",20,31,32,9,6,3,0,0,3,5,1,0,4,0,0,0,0,2,1,0.29,0.031,0.125,0.097,0.333,0.313,0.387,0.304,91,0.3,0,0,"STL","RF",19,0.59375,0.612903225806452
"171",2023,"Brandon Dixon","SDP",33,79,86,16,10,4,0,2,10,9,1,0,31,4,2,0,1,1,0,0.203,0.012,0.36,0.127,0.292,0.244,0.329,0.249,57,0.2,-4.4,-0.2,"SDP","RF",16,0.186046511627907,0.20253164556962
"172",2023,"Jared Walsh","LAA",39,104,116,13,5,4,0,4,10,11,11,0,45,1,0,0,1,0,0,0.125,0.095,0.388,0.154,0.164,0.216,0.279,0.222,33,0,-9.3,-0.9,"LAA","RF",16,0.137931034482759,0.153846153846154
"173",2023,"Adam Haseley","CHW",28,36,39,8,6,2,0,0,6,2,3,0,8,0,0,0,1,1,0,0.222,0.077,0.205,0.056,0.286,0.282,0.278,0.253,55,0,-2.1,-0.2,"CHW","RF",14,0.358974358974359,0.388888888888889
"174",2023,"Jackie Bradley Jr.","KCR",43,105,113,14,8,5,0,1,10,6,5,0,29,2,0,1,3,0,0,0.133,0.044,0.257,0.076,0.173,0.188,0.21,0.18,2,0.4,-12.9,-0.6,"KCR","RF",14,0.123893805309735,0.133333333333333
"175",2023,"Greg Allen","NYY",22,23,28,5,2,1,1,1,6,1,2,0,10,2,0,1,0,3,1,0.217,0.071,0.357,0.261,0.333,0.333,0.478,0.349,125,0.6,1.5,0.3,"NYY","RF",13,0.464285714285714,0.565217391304348
"176",2023,"Brett Phillips","LAA",40,63,71,11,7,1,0,3,9,6,8,0,36,0,0,0,0,3,1,0.175,0.113,0.507,0.159,0.333,0.268,0.333,0.268,65,0.4,-2.6,-0.2,"LAA","RF",11,0.154929577464789,0.174603174603175
"177",2023,"Travis Blankenhorn","WSN",10,31,37,5,4,0,0,1,2,1,6,0,6,0,0,0,0,0,0,0.161,0.162,0.162,0.097,0.167,0.297,0.258,0.262,61,0.1,-1.7,-0.1,"WSN","RF",11,0.297297297297297,0.354838709677419
"178",2023,"J.P. Martínez","TEX",17,40,44,9,7,1,0,1,7,4,2,0,16,0,2,0,0,0,0,0.225,0.045,0.364,0.1,0.32,0.25,0.325,0.246,49,0.4,-2.3,-0.3,"TEX","RF",10,0.227272727272727,0.25
"179",2023,"Kyle Garlick","MIN",14,28,30,5,2,1,0,2,2,4,2,0,11,0,0,0,0,0,0,0.179,0.067,0.367,0.25,0.2,0.233,0.429,0.28,77,-0.2,-1.1,-0.1,"MIN","RF",9,0.3,0.321428571428571
"180",2023,"Nathan Lukes","TOR",29,26,31,5,3,1,1,0,4,2,4,0,9,0,1,0,1,0,0,0.192,0.129,0.29,0.115,0.278,0.29,0.308,0.266,67,0.4,-0.8,0,"TOR","RF",9,0.290322580645161,0.346153846153846
"181",2023,"Heliot Ramos","SFG",25,56,60,10,5,4,0,1,5,2,4,0,20,0,0,0,1,0,0,0.179,0.067,0.333,0.125,0.257,0.233,0.304,0.236,47,-0.4,-4.3,-0.4,"SFG","RF",8,0.133333333333333,0.142857142857143
"182",2023,"Cole Tucker","COL",5,8,10,4,4,0,0,0,2,2,1,0,2,1,0,0,0,0,0,0.5,0.1,0.2,0,0.667,0.6,0.5,0.495,202,0.6,1.8,0.1,"COL","RF",7,0.7,0.875
"183",2023,"Cody Thomas","OAK",19,42,46,10,6,3,0,1,1,2,4,0,17,0,0,0,1,0,0,0.238,0.087,0.37,0.143,0.375,0.304,0.381,0.3,94,-0.7,-1,0.1,"OAK","RF",6,0.130434782608696,0.142857142857143
"184",2023,"Trey Cabbage","LAA",22,53,56,11,7,3,0,1,5,7,2,0,26,0,1,0,1,1,1,0.208,0.036,0.464,0.113,0.37,0.232,0.321,0.238,44,-0.3,-4.1,-0.3,"LAA","RF",6,0.107142857142857,0.113207547169811
"185",2023,"Canaan Smith-Njigba","PIT",15,32,37,4,2,1,1,0,3,5,4,0,16,0,1,0,1,1,0,0.125,0.108,0.432,0.094,0.235,0.216,0.219,0.199,17,-1.3,-5.1,-0.5,"PIT","RF",4,0.108108108108108,0.125
"186",2023,"Peyton Burdick","MIA",14,33,37,6,3,2,0,1,4,2,3,0,18,1,0,0,0,1,0,0.182,0.081,0.486,0.152,0.357,0.27,0.333,0.269,65,0.2,-1.4,-0.2,"MIA","RF",3,0.0810810810810811,0.0909090909090909
"187",2023,"TJ Hopkins","CIN",25,41,44,7,7,0,0,0,7,1,2,0,17,1,0,0,1,1,0,0.171,0.045,0.386,0,0.292,0.227,0.171,0.189,6,-0.1,-5.2,-0.6,"CIN","RF",1,0.0227272727272727,0.024390243902439
"188",2023,"Kyle Stowers","BAL",14,30,33,2,2,0,0,0,1,0,3,0,12,0,0,0,1,0,0,0.067,0.091,0.364,0,0.111,0.152,0.067,0.117,-36,-0.2,-5.6,-0.4,"BAL","RF",-6,-0.181818181818182,-0.2
"189",2023,"Jordyn Adams","LAA",17,39,40,5,5,0,0,0,1,1,0,0,16,0,1,0,0,1,2,0.128,0,0.4,0,0.208,0.125,0.128,0.11,-44,-0.6,-7.5,-1,"LAA","RF",-8,-0.2,-0.205128205128205
"190",2023,"Nate Eaton","KCR",28,53,56,4,4,0,0,0,2,1,2,0,21,1,0,0,0,3,0,0.075,0.036,0.375,0,0.125,0.125,0.075,0.101,-53,0.9,-9.3,-0.8,"KCR","RF",-9,-0.160714285714286,-0.169811320754717
