"","X1B.Season","X1B.Name","X1B.Team.x","X1B.G","X1B.AB","X1B.PA","X1B.H","X1B.B1","X1B.B2","X1B.B3","X1B.HR","X1B.R","X1B.RBI","X1B.BB","X1B.IBB","X1B.SO","X1B.HBP","X1B.SF","X1B.SH","X1B.GDP","X1B.SB","X1B.CS","X1B.AVG","X1B.BB_perc","X1B.K_perc","X1B.ISO","X1B.BABIP","X1B.OBP","X1B.SLG","X1B.wOBA","X1B.wRC.","X1B.BsR","X1B.Off","X1B.WAR","X1B.Team.y","X1B.Position","X1B.score","X1B.perPA","X1B.perAB"
"44",2023,"Jason Heyward","LAD",124,334,377,90,52,23,0,15,56,40,34,1,64,3,3,0,7,2,2,0.269,0.09,0.17,0.204,0.291,0.34,0.473,0.348,121,-0.8,8.8,2.2,"LAD","1B",227,0.602122015915119,0.679640718562874
"45",2023,"Enrique Hernández","2 Tms",140,465,508,110,76,23,0,11,57,61,34,1,97,3,6,0,17,4,1,0.237,0.067,0.191,0.12,0.273,0.289,0.357,0.282,72,-3.1,-20,-1.3,"LAD","1B",226,0.44488188976378,0.486021505376344
"46",2023,"Connor Joe","PIT",133,413,472,102,56,31,4,11,63,42,50,0,110,8,1,0,4,3,5,0.247,0.106,0.233,0.174,0.311,0.339,0.421,0.332,107,0.6,4.5,1.9,"PIT","1B",222,0.470338983050847,0.537530266343826
"47",2023,"Ryan O'Hearn","BAL",112,346,368,100,63,22,1,14,48,60,15,2,82,3,3,1,2,5,1,0.289,0.041,0.223,0.191,0.34,0.322,0.48,0.339,118,-0.4,7.7,1.4,"BAL","1B",214,0.581521739130435,0.61849710982659
"48",2023,"Brendan Donovan","STL",95,327,371,93,71,10,1,11,48,34,33,2,53,9,1,1,4,5,1,0.284,0.089,0.143,0.138,0.311,0.365,0.422,0.345,118,3.1,11.6,2.1,"STL","1B",207,0.557951482479784,0.63302752293578
"49",2023,"Tyler Stephenson","CIN",142,465,517,113,78,20,2,13,59,56,47,2,135,4,1,0,16,0,1,0.243,0.091,0.261,0.135,0.314,0.317,0.378,0.305,85,-5.7,-15.6,-0.7,"CIN","1B",205,0.39651837524178,0.440860215053763
"50",2023,"Luke Raley","TBR",118,357,406,89,44,23,3,19,56,49,28,0,128,18,2,1,2,14,3,0.249,0.069,0.315,0.241,0.33,0.333,0.49,0.353,130,3.8,18.4,2.6,"TBR","1B",194,0.477832512315271,0.543417366946779
"51",2023,"Andy Ibáñez","DET",114,356,383,94,58,23,2,11,42,41,24,0,69,1,1,1,7,1,0,0.264,0.063,0.18,0.169,0.3,0.312,0.433,0.32,103,-0.2,1.1,1.6,"DET","1B",193,0.503916449086162,0.542134831460674
"52",2023,"Ezequiel Duran","TEX",122,406,439,112,74,22,2,14,55,46,23,1,120,7,2,1,7,8,4,0.276,0.052,0.273,0.167,0.358,0.324,0.443,0.33,107,-3.8,0.1,0.9,"TEX","1B",193,0.439635535307517,0.475369458128079
"53",2023,"Ryan Noda","OAK",128,406,495,93,54,22,1,16,63,54,77,1,170,10,2,0,4,3,1,0.229,0.156,0.343,0.177,0.347,0.364,0.406,0.342,123,-0.3,13.1,2,"OAK","1B",193,0.38989898989899,0.475369458128079
"54",2023,"Edouard Julien","MIN",109,338,408,89,56,16,1,16,60,37,64,0,128,2,3,1,8,3,0,0.263,0.157,0.314,0.195,0.371,0.381,0.459,0.366,136,0.3,17.9,2.8,"MIN","1B",191,0.468137254901961,0.56508875739645
"55",2023,"Brandon Belt","TOR",103,339,404,86,44,23,0,19,53,43,61,1,141,2,2,0,5,0,0,0.254,0.151,0.349,0.236,0.37,0.369,0.49,0.369,138,-0.6,17.9,2.3,"TOR","1B",183,0.452970297029703,0.539823008849557
"56",2023,"Garrett Cooper","2 Tms",123,422,457,106,70,18,1,17,42,61,31,0,132,2,2,0,15,0,0,0.251,0.068,0.289,0.168,0.324,0.304,0.419,0.313,96,-4.1,-6.4,0.3,"2 Tms","1B",179,0.391684901531729,0.424170616113744
